model_label,marker_kind,eligibility,retained_labels,retained_class_count,site_kind,site_role,layer,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,24,0.425,0.5,0.4625,40,4,16,16,0.4,0.3,,,1238.642822265625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,25,0.35,0.5,0.425,40,4,16,16,0.4,0.3,,,1092.856689453125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,26,0.35,0.4,0.375,40,4,16,16,0.3,0.3,,,1163.40869140625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,27,0.375,0.425,0.4,40,4,16,16,0.3,0.4,,,1033.6123046875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,28,0.35,0.3,0.32499999999999996,40,4,16,16,0.2,0.2,,,1094.06982421875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,29,0.325,0.175,0.25,40,4,16,16,0.3,0.3,,,975.0865478515625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,30,0.375,0.275,0.325,40,4,16,16,0.2,0.3,,,1096.451904296875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,31,0.35,0.225,0.2875,40,4,16,16,0.2,0.3,,,1101.4554443359375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,32,0.325,0.25,0.2875,40,4,16,16,0.2,0.3,,,1104.224853515625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,33,0.325,0.325,0.325,40,4,16,16,0.3,0.3,,,1142.25927734375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,34,0.325,0.3,0.3125,40,4,16,16,0.3,0.3,,,1127.773193359375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,35,0.325,0.375,0.35,40,4,16,16,0.4,0.3,,,1116.056640625,0.0,10,1,1,1,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,0,0.075,0.0875,0.08124999999999999,80,8,16,16,0.1,0.075,0.25412715489730237,-5.949489256936409,271.3271179199219,1067.6825073242187,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,1,0.1125,0.0625,0.0875,80,8,16,16,0.15,0.15,0.2641273262223624,-5.781866650041381,350.0044250488281,1325.1352294921876,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,2,0.1625,0.1375,0.15000000000000002,80,8,16,16,0.1,0.125,0.2919022196096036,-5.347626026463198,325.6728210449219,1115.6914855957032,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,3,0.1875,0.1375,0.1625,80,8,16,16,0.225,0.1,0.27638848912801517,-5.584800481729603,251.7039031982422,910.6888061523438,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,4,0.1625,0.1875,0.175,80,8,16,16,0.2,0.175,0.29396106630237034,-5.317101859474605,213.1813201904297,725.2025680541992,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,5,0.225,0.15,0.1875,80,8,16,16,0.225,0.25,0.3097223085696474,-5.090275123062126,206.8270263671875,667.7821411132812,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,6,0.2125,0.1125,0.1625,80,8,16,16,0.275,0.2,0.31176375122626176,-5.061743816345837,193.58865356445312,620.946639251709,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,7,0.2375,0.1625,0.2,80,8,16,16,0.2,0.225,0.3757067402449174,-4.251510135474313,216.53564453125,576.3421875,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,8,0.2375,0.2,0.21875,80,8,16,16,0.325,0.275,0.4195151666592221,-3.7725233357820827,291.29443359375,694.3597198486328,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,9,0.25,0.275,0.2625,80,8,16,16,0.35,0.3,0.5691496689789942,-2.4477351240215457,376.87518310546875,662.1723663330079,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,10,0.3,0.35,0.32499999999999996,80,8,16,16,0.375,0.375,0.7529990909307634,-1.2320554810738895,487.5523376464844,647.4806457519531,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,11,0.3875,0.35,0.36875,80,8,16,16,0.525,0.4,0.9481152760672419,-0.23138855999182545,610.9068603515625,644.338168334961,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,12,0.3875,0.3375,0.36250000000000004,80,8,16,16,0.525,0.425,0.9279057294591243,-0.3249614366836463,613.8855590820312,661.5818176269531,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,13,0.4625,0.4125,0.4375,80,8,16,16,0.65,0.525,1.4950408302751161,1.74653053610974,866.17236328125,579.3636840820312,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,14,0.4875,0.4375,0.4625,80,8,16,16,0.65,0.6,1.6978194871230867,2.2989151399171335,991.9739990234375,584.263525390625,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,15,0.5875,0.6,0.59375,80,8,16,16,0.725,0.675,2.088735622370916,3.198834734836311,1113.094970703125,532.9037139892578,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,16,0.6125,0.575,0.59375,80,8,16,16,0.725,0.7,2.7394668449866155,4.376660486559289,1291.2476806640625,471.34999389648436,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,17,0.6,0.6,0.6,80,8,16,16,0.8,0.725,3.1536601375454336,4.988148886309278,1546.6253662109375,490.4223342895508,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,18,0.725,0.65,0.6875,80,8,16,16,0.825,0.875,3.8751262988992203,5.882858616864932,1708.8607177734375,440.98194122314453,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,19,0.575,0.6375,0.60625,80,8,16,16,0.8,0.8,3.6910926529466317,5.671549468912462,1673.783203125,453.4655075073242,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,20,0.6375,0.65,0.64375,80,8,16,16,0.65,0.675,4.48676832484578,6.519336452320555,1688.4927978515625,376.32716369628906,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,21,0.675,0.575,0.625,80,8,16,16,0.625,0.675,4.68429367912018,6.706441150986892,1688.3275146484375,360.4230712890625,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,22,0.675,0.6,0.6375,80,8,16,16,0.625,0.675,5.655858175206494,7.524985106726011,1755.369873046875,310.363134765625,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,23,0.7,0.6125,0.65625,80,8,16,16,0.775,0.725,7.106946688471389,8.516830576698743,1853.847900390625,260.8501205444336,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,24,0.5875,0.5,0.54375,80,8,16,16,0.7,0.675,6.859680874667509,8.363039119757426,1720.8203125,250.86011199951173,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,25,0.6125,0.5375,0.575,80,8,16,16,0.725,0.725,8.054293277032837,9.06027439311405,1796.1019287109375,222.999320602417,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,26,0.6,0.5125,0.5562499999999999,80,8,16,16,0.75,0.7,7.935791747562963,8.995902624637953,1765.3551025390625,222.45481719970704,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,27,0.575,0.4625,0.51875,80,8,16,16,0.7,0.625,7.418064374336941,8.70290597838372,1707.1480712890625,230.1338981628418,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,28,0.6875,0.55,0.61875,80,8,16,16,0.775,0.7,6.150025498744394,7.888769164162344,1676.65625,272.6259021759033,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,29,0.6375,0.5625,0.6,80,8,16,16,0.75,0.675,6.849119975320758,8.356347737677034,1420.438232421875,207.38988914489747,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,30,0.675,0.55,0.6125,80,8,16,16,0.8,0.7,6.636659283539585,8.219495221656373,1381.3314208984375,208.1365581512451,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,31,0.675,0.5875,0.6312500000000001,80,8,16,16,0.75,0.65,7.716687109711511,8.87430891168626,1421.4232177734375,184.201224899292,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,32,0.6625,0.55,0.60625,80,8,16,16,0.7,0.675,7.7458667486481065,8.890700215908593,1347.647216796875,173.98275241851806,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,33,0.65,0.5125,0.58125,80,8,16,16,0.7,0.65,8.36809382477075,9.226265409486013,1324.1046142578125,158.23252487182617,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,34,0.7125,0.5,0.60625,80,8,16,16,0.75,0.65,8.53257711373735,9.310802219338907,1270.4251708984375,148.8911443710327,40,4,4,4,16,0.1
Qwen3-8B,completion_recap,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,35,0.6,0.4875,0.54375,80,8,16,16,0.675,0.55,8.496109134753224,9.292200823999053,1328.6129150390625,156.3789840698242,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,0,0.13666666666666666,0.11666666666666665,0.12666666666666665,59,6,16,16,0.05,0.075,0.23725480773829877,-6.247849782555356,936.11181640625,3945.596826171875,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,1,0.19999999999999998,0.11000000000000001,0.155,59,6,16,16,0.15,0.125,0.23011893933757518,-6.380476363886722,723.931884765625,3145.9031005859374,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,2,0.2333333333333333,0.1433333333333333,0.1883333333333333,59,6,16,16,0.2,0.175,0.30462399954551067,-5.1623588412671895,782.9683837890625,2570.2780639648436,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,3,0.33333333333333326,0.17666666666666667,0.25499999999999995,59,6,16,16,0.2,0.2,0.4024337404602023,-3.953056147279942,724.6180419921875,1800.5896850585937,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,4,0.33333333333333337,0.17666666666666667,0.255,59,6,16,16,0.3,0.225,0.4680791059694074,-3.2968074439854265,709.9281005859375,1516.6840209960938,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,5,0.3333333333333333,0.16,0.24666666666666665,59,6,16,16,0.125,0.225,0.35821254100596966,-4.458592135893091,820.2586059570312,2289.865686035156,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,6,0.35,0.16,0.255,59,6,16,16,0.15,0.2,0.32031890061356105,-4.9441743476734406,670.655029296875,2093.71044921875,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,7,0.38999999999999996,0.21000000000000002,0.3,59,6,16,16,0.275,0.225,0.36516776995855443,-4.37507560674545,593.7903442382812,1626.0754455566407,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,8,0.5266666666666666,0.25999999999999995,0.3933333333333333,59,6,16,16,0.35,0.275,0.41144065032189797,-3.85692802241826,554.2471923828125,1347.089044189453,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,9,0.42333333333333334,0.26,0.3416666666666667,59,6,16,16,0.25,0.175,0.526718837014275,-2.7842114971719445,534.0902709960938,1013.9950073242187,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,10,0.48,0.25999999999999995,0.37,59,6,16,16,0.325,0.25,0.5853994745804292,-2.32547671698815,574.1331787109375,980.7545166015625,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,11,0.42333333333333334,0.29333333333333333,0.35833333333333334,59,6,16,16,0.325,0.35,0.7700087805799535,-1.1350432244351898,627.8717041015625,815.4084991455078,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,12,0.4566666666666667,0.31,0.38333333333333336,59,6,16,16,0.3,0.275,0.644783415230799,-1.9058614174635675,619.2463989257812,960.3944274902344,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,13,0.4933333333333333,0.32666666666666666,0.41,59,6,16,16,0.375,0.35,1.155482481021764,0.6276336526017017,907.5670166015625,785.4442031860351,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,14,0.4933333333333333,0.42666666666666664,0.45999999999999996,59,6,16,16,0.525,0.4,1.4824823839250514,1.709895414227434,924.9259033203125,623.9034698486328,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,15,0.6466666666666667,0.5766666666666667,0.6116666666666667,59,6,16,16,0.575,0.375,1.8175689630598406,2.594908980499987,1089.533935546875,599.445719909668,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,16,0.6666666666666666,0.5433333333333332,0.605,59,6,16,16,0.425,0.4,2.1201764044708886,3.2637199691981698,1150.0516357421875,542.4320510864258,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,17,0.5633333333333332,0.5133333333333333,0.5383333333333333,59,6,16,16,0.4,0.375,2.426960572929541,3.850627210792679,1261.1475830078125,519.640737915039,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,18,0.63,0.5833333333333334,0.6066666666666667,59,6,16,16,0.45,0.4,3.031997947388209,4.817289029500304,1295.0772705078125,427.13659210205077,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,19,0.6933333333333332,0.63,0.6616666666666666,59,6,16,16,0.475,0.45,3.4027375959719635,5.318284595232672,1305.951416015625,383.7943359375,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,20,0.5466666666666666,0.5833333333333333,0.565,59,6,16,16,0.475,0.45,3.6071244555230444,5.571611269078969,1391.791015625,385.8450222015381,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,21,0.6166666666666666,0.5833333333333333,0.5999999999999999,59,6,16,16,0.45,0.475,4.1092022071851115,6.137575127157486,1391.122802734375,338.538415145874,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,22,0.6333333333333333,0.6166666666666667,0.625,59,6,16,16,0.525,0.625,5.594552128444631,7.477653248356718,1526.1497802734375,272.79212799072263,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,23,0.7333333333333333,0.7,0.7166666666666666,59,6,16,16,0.525,0.625,7.281746930447789,8.622355814065095,1735.300048828125,238.3082061767578,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,24,0.5999999999999999,0.6166666666666667,0.6083333333333333,59,6,16,16,0.525,0.6,7.792147589857538,8.916571698528076,1686.0728759765625,216.3810241699219,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,25,0.5833333333333333,0.5666666666666667,0.575,59,6,16,16,0.6,0.55,9.49970630405269,9.777101787098005,1821.919921875,191.78697357177734,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,26,0.5999999999999999,0.55,0.575,59,6,16,16,0.525,0.6,10.365927953598222,10.156081860331799,1830.09765625,176.5493320465088,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,27,0.6166666666666667,0.5666666666666667,0.5916666666666667,59,6,16,16,0.525,0.575,11.327536394414235,10.541354662048214,2016.876708984375,178.05078163146973,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,28,0.6166666666666667,0.6,0.6083333333333334,59,6,16,16,0.65,0.625,11.17773425777615,10.483537803779974,1976.3043212890625,176.8072380065918,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,29,0.9,0.8666666666666668,0.8833333333333334,59,6,16,16,0.875,0.95,15.34716828731471,11.860282553414276,2039.2314453125,132.8734661102295,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,30,0.8833333333333332,0.85,0.8666666666666666,59,6,16,16,0.9,0.95,16.180514638323793,12.089923306897122,2016.543701171875,124.62790870666504,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,31,0.9333333333333333,0.85,0.8916666666666666,59,6,16,16,0.925,0.925,17.263585486405,12.371309996784905,2012.0465087890625,116.54858779907227,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,32,0.85,0.8166666666666668,0.8333333333333334,59,6,16,16,0.9,0.9,18.716577487966486,12.72226436603923,1845.315185546875,98.59255447387696,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,33,0.85,0.7,0.7749999999999999,59,6,16,16,0.9,0.85,20.32463239656826,13.080226994279425,1795.8466796875,88.35813827514649,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,34,0.8666666666666668,0.7333333333333333,0.8,59,6,16,16,0.85,0.8,20.23506042306293,13.061045055580095,1570.99560546875,77.63730735778809,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,35,0.85,0.6500000000000001,0.75,59,6,16,16,0.8,0.7,19.802798779387278,12.967265745315043,1430.254150390625,72.22484893798828,40,4,4,4,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,0,0.15,0.175,0.16249999999999998,40,4,16,16,0.2,0.1,,,3043.4453125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,1,0.225,0.175,0.2,40,4,16,16,0.3,0.2,,,2274.4638671875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,2,0.3,0.275,0.2875,40,4,16,16,0.4,0.6,,,2172.126953125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,3,0.375,0.4,0.3875,40,4,16,16,0.4,0.6,,,2448.40966796875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,4,0.45,0.55,0.5,40,4,16,16,0.6,0.5,,,2932.923583984375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,5,0.35,0.5,0.425,40,4,16,16,0.4,0.6,,,2859.087158203125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,6,0.4,0.5,0.45,40,4,16,16,0.2,0.3,,,2486.704345703125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,7,0.425,0.5,0.4625,40,4,16,16,0.3,0.4,,,2424.60888671875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,8,0.45,0.525,0.48750000000000004,40,4,16,16,0.4,0.4,,,2484.69580078125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,9,0.425,0.5,0.4625,40,4,16,16,0.5,0.6,,,2569.22802734375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,10,0.4,0.55,0.47500000000000003,40,4,16,16,0.7,0.6,,,2674.963623046875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,11,0.375,0.475,0.425,40,4,16,16,0.8,0.7,,,2650.9384765625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,12,0.35,0.525,0.4375,40,4,16,16,0.5,0.4,,,2458.80859375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,13,0.5,0.525,0.5125,40,4,16,16,0.6,0.3,,,2354.059326171875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,14,0.45,0.525,0.48750000000000004,40,4,16,16,0.5,0.4,,,2336.411376953125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,15,0.525,0.525,0.525,40,4,16,16,0.5,0.4,,,2209.35546875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,16,0.525,0.5,0.5125,40,4,16,16,0.5,0.4,,,2176.92822265625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,17,0.425,0.55,0.48750000000000004,40,4,16,16,0.6,0.5,,,2053.41455078125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,18,0.475,0.625,0.55,40,4,16,16,0.7,0.6,,,1924.8814697265625,0.0,10,1,1,1,16,0.1
