model_label,query_variant,response_type,bank_size,seed,occurrences,clean_accuracy,ranked_accuracy,random_accuracy,all_accuracy_damage_specificity,clean_correct_to_wrong_specificity,token_accuracy_specificity
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1263,50,1.0,0.9696969696969697,0.9848484848484849,0.015151515151515152,0.015151515151515152,0.011111111111111108
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1268,10,0.9,0.9,0.9333333333333333,0.03333333333333333,0.0,0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1254,52,1.0,1.0,0.9806547619047619,-0.019345238095238092,-0.019345238095238092,-0.019345238095238096
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1255,52,0.8888888888888888,1.0,0.986111111111111,-0.013888888888888888,-0.013888888888888888,-0.01388888888888889
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1256,49,1.0,0.9878048780487805,0.9918699186991871,0.0040650406504065045,0.0040650406504065045,0.004065040650406504
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1258,43,0.9885057471264368,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1259,53,0.9621428571428572,0.9421428571428572,0.9807142857142856,0.038571428571428576,0.01388888888888889,0.013158866995073898
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1260,55,1.0,0.9651162790697674,0.9728682170542635,0.007751937984496125,0.007751937984496125,0.007751937984496124
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1261,33,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1263,50,1.0,0.9696969696969697,0.9696969696969697,0.0,0.0,-0.0015151515151515132
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1268,10,0.9,1.0,0.9333333333333333,-0.06666666666666668,0.0,-0.03333333333333334
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,16,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1254,52,1.0,0.9206349206349206,0.9965277777777778,0.07589285714285714,0.07589285714285714,0.03885582010582011
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1255,52,0.8888888888888888,1.0,0.9629629629629629,-0.03703703703703704,0.0,-0.009259259259259264
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1256,49,1.0,0.9878048780487805,0.9918699186991871,0.0040650406504065045,0.0040650406504065045,0.004065040650406504
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1258,43,0.9885057471264368,0.9885057471264368,0.9961685823754789,0.007662835249042145,0.0,0.007662835249042145
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1259,53,0.9621428571428572,0.9621428571428572,0.9554761904761906,-0.006666666666666667,0.006944444444444445,-0.0030100574712643687
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1260,55,1.0,0.9651162790697674,0.9767441860465116,0.011627906976744186,0.011627906976744186,0.011627906976744186
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1261,33,1.0,1.0,0.9942528735632183,-0.005747126436781609,-0.005747126436781609,-0.00574712643678161
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1263,50,1.0,0.9848484848484849,0.9848484848484849,8.410780489584519e-19,8.410780489584519e-19,0.002020202020202019
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1268,10,0.9,0.9,0.9333333333333333,0.03333333333333333,0.0,0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,32,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
