model_label,stage,mechanism,scope,response_type,bank_size,signed_count_gap,metric,primary_endpoint,seed_clusters,effect,ci95_low,ci95_high,sign_flip_p,sign_flip_method,sign_flip_assignments,holm_family,holm_family_size,holm_p_cross_model,holm_significant_0_05,source_statistics,source_sha256
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,1,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,1,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,1,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,1,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Gemma4-E4B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,e9cd8ede40d6c6f86e0e5f299713d41158f8869ae654cd9eb0d4f3a8b8d85687
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,1,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,16,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,2,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,32,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,4,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Qwen3-8B,answer_broad_aggregation_v3,answer_trace_aggregation,actual_greedy_final_count,,8,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,answer_broad_aggregation_v3::answer_trace_aggregation::actual_greedy_final_count::::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v3_response_aware/answer_broad_aggregation/analysis/statistics.csv,fcdd05012e8abc29eeb92e5d2bea9b1ba7dee9e30f70baae2fdf83c8ffa85c65
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_adoption_specificity,True,9,0.9796296296296296,0.9518518518518518,1.0,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::full_adoption_specificity,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_adoption_specificity,True,6,0.9166666666666666,0.75,1.0,0.03125,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::full_adoption_specificity,2,0.03125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_donor_adoption,True,9,0.9796296296296296,0.9500000000000001,1.0,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::full_donor_adoption,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_donor_adoption,True,6,0.9166666666666666,0.75,1.0,0.03125,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::full_donor_adoption,2,0.03125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_specificity,True,9,0.5842592592592593,-0.1472222222222222,1.0,0.1484375,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::full_specificity,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_specificity,True,6,0.5416666666666666,-0.375,1.0,0.21875,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::full_specificity,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_transport,True,9,0.5842592592592593,-0.14722222222222225,1.0,0.1484375,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::full_transport,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,full_transport,True,6,0.5416666666666666,-0.375,1.0,0.21875,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::full_transport,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_adoption_specificity,True,9,0.371957671957672,0.2314814814814815,0.5571428571428572,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::projected_adoption_specificity,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_adoption_specificity,True,6,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.125,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::projected_adoption_specificity,2,0.125,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_donor_adoption,True,9,0.371957671957672,0.23068783068783072,0.5611111111111111,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::projected_donor_adoption,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_donor_adoption,True,6,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.125,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::projected_donor_adoption,2,0.125,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_specificity,True,9,0.673015873015873,0.4190476190476191,0.948148148148148,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::projected_specificity,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_specificity,True,6,0.19047619047619044,-0.41716269841269843,0.625,0.5625,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::projected_specificity,2,0.5625,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_transport,True,9,0.673015873015873,0.42010582010582015,0.9444444444444444,0.00390625,exact_enumeration,512,answer_hidden_state_patch::answer_state_transport::overall::::projected_transport,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,,projected_transport,True,6,0.19047619047619044,-0.41716269841269843,0.625,0.5625,exact_enumeration,64,answer_hidden_state_patch::answer_state_transport::overall::::projected_transport,2,0.5625,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/native_causal_chain_v2_report/combined_statistics_cross_model_holm.csv,40572341ff6235bb5ee18cb7bf3f91ffc9e46723eca398787785d97c39003120
