model_label,family,bank_size,request_id,seed,gold_count,clean_prediction,clean_exact_count,ranked_prediction,ranked_exact_count,ranked_valid,random_replicates,ranked_heads,random_predictions,random_valid_rate,random_exact_rate,absolute_count_shift_specificity,correct_to_wrong_specificity,mae_specificity
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1255,1255,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1256,1256,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,1257,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1258,1258,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1259,1259,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1260,1260,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1263,1263,5,5,True,5,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[5, 5, 5]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1254,1254,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1255,1255,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1257,1257,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,1258,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1259,1259,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1260,1260,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1261,1261,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,1263,6,6,True,6,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[6, 6, 6]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1254,1254,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1255,1255,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1256,1256,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1257,1257,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1258,1258,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1259,1259,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1260,1260,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,1261,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1262,1262,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1263,1263,7,7,True,7,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[7, 7, 7]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1254,1254,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1255,1255,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1256,1256,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,1257,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,1258,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,1259,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,1260,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,1262,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,1263,8,8,True,8,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[8, 8, 8]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1254,1254,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1255,1255,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1256,1256,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1257,1257,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1258,1258,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1259,1259,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1260,1260,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1262,1262,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,16,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1263,1263,9,9,True,9,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29]]","[9, 9, 9]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,1254,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1255,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1256,1256,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1257,1257,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1259,1259,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1260,1260,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1261,1261,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1262,1262,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1263,1263,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1268,1268,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1271,1271,10,10,True,10,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[10, 10, 10]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1254,1254,1,1,True,1,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[1, 1, 1]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1256,1256,1,1,True,1,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[1, 1, 1]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1257,1257,1,1,True,1,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[1, 1, 1]",1.0,1.0,0.0,0.0,0.0
Qwen3-8B,answer_prompt_aggregation,32,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1258,1258,1,1,True,1,True,True,3,"[[17, 27], [17, 26], [22, 14], [21, 6], [18, 27], [17, 17], [21, 18], [19, 13], [20, 15], [19, 3], [18, 23], [18, 7], [19, 14], [17, 4], [21, 4], [18, 29], [19, 12], [19, 28], [23, 12], [23, 10], [21, 25], [21, 27], [22, 5], [18, 30], [21, 8], [21, 24], [17, 24], [21, 23], [19, 31], [21, 16], [18, 15], [26, 26]]","[1, 1, 1]",1.0,1.0,0.0,0.0,0.0
