model_label,bank_size,request_id,seed,gold_count,clean_prediction,clean_exact_count,prompt_ablation_prediction,prompt_ablation_exact_count,prompt_ablation_random_exact_rate,prompt_ablation_correct_to_wrong_specificity,prompt_ablation_absolute_count_shift_specificity,trace_ablation_prediction,trace_ablation_exact_count,trace_ablation_random_exact_rate,trace_ablation_correct_to_wrong_specificity,trace_ablation_absolute_count_shift_specificity,joint_ablation_prediction,joint_ablation_exact_count,joint_ablation_random_exact_rate,joint_ablation_correct_to_wrong_specificity,joint_ablation_absolute_count_shift_specificity
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1254,1254,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1255,1255,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1256,1256,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,1257,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1258,1258,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1259,1259,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1260,1260,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1263,1263,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1254,1254,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1255,1255,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1257,1257,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,1258,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1259,1259,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1260,1260,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1261,1261,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,1263,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1254,1254,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1255,1255,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1256,1256,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1257,1257,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1258,1258,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1259,1259,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1260,1260,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,1261,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1262,1262,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1263,1263,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1254,1254,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1255,1255,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1256,1256,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,1257,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,1258,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,1259,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,1260,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,1262,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,1263,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1254,1254,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1255,1255,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1256,1256,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1257,1257,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1258,1258,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1259,1259,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1260,1260,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1262,1262,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1263,1263,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,1254,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1255,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1256,1256,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1257,1257,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1259,1259,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1260,1260,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1261,1261,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1262,1262,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1263,1263,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1268,1268,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1271,1271,10,10,True,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0,10,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1254,1254,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1256,1256,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1257,1257,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1258,1258,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1259,1259,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1260,1260,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1261,1261,1,1,True,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0,1,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1254,1254,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1256,1256,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1257,1257,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1260,1260,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1261,1261,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1262,1262,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1263,1263,2,2,True,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0,2,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1255,1255,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1256,1256,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1257,1257,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1258,1258,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1259,1259,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1260,1260,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1261,1261,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1263,1263,3,3,True,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0,3,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1254,1254,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1255,1255,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1256,1256,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1257,1257,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1258,1258,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1259,1259,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1260,1260,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1261,1261,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1262,1262,4,4,True,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0,4,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1254,1254,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1255,1255,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1256,1256,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,1257,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1258,1258,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1259,1259,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1260,1260,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1263,1263,5,5,True,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0,5,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1254,1254,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1255,1255,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1257,1257,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,1258,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1259,1259,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1260,1260,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1261,1261,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,1263,6,6,True,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0,6,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1254,1254,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1255,1255,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1256,1256,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1257,1257,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1258,1258,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1259,1259,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1260,1260,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,1261,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1262,1262,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1263,1263,7,7,True,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0,7,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1254,1254,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1255,1255,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1256,1256,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,1257,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,1258,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,1259,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,1260,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,1262,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,1263,8,8,True,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0,8,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1254,1254,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1255,1255,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1256,1256,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1257,1257,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1258,1258,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1259,1259,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1260,1260,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
Qwen3-8B,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1262,1262,9,9,True,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0,9,True,1.0,0.0,0.0
