source_label,source_path,file_name,size_bytes,sha256
correct.Qwen3-8B.answer_patching.aggregate,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/patching/answer_patching/average_patching_acc.aggregate_groups.csv,average_patching_acc.aggregate_groups.csv,1731,aa449c205d556576d7e1ba6433f4a387271c255fe276dffbf3dbd1e35d1d2650
correct.Qwen3-8B.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/complete.json,complete.json,5557,3f2dd94d0138bfaacf4bdc8a34cc3bd849b2a05c584e22b06a6e00b26540c34a
correct.Qwen3-8B.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/design.json,design.json,5808,b2c4776e9480e03c08449ad9b401cd1b3e0472962fd5737734db2c5a08d9fec8
correct.Qwen3-8B.prompt_alignment,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/patching/prompt_patching/prompt_full_span_alignment.csv,prompt_full_span_alignment.csv,11837,20670c7011176ac2037837bbbb514a7041e855d4ffd5e77c80c92ecb9c655efc
correct.Qwen3-8B.prompt_patching.aggregate,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/patching/prompt_patching/average_patching_acc.aggregate_groups.csv,average_patching_acc.aggregate_groups.csv,1792,da28df328e43a0c09bfad6fd33571814248a918c85a02283462be11c83ce5854
correct.Qwen3-8B.runtime_merge,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/runtime.merge.json,runtime.merge.json,3021,4c882f3b3d87e86b0c65bd30918c27e61311c8f52b4ab9957a4c718f027b0082
correct.Qwen3-8B.supplement_selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/supplement_selection.json,supplement_selection.json,14021,ad94d20a62abda9823c53469cf4f8c8c171076669c3f5552c282262803a2835d
correct_interventions.audit,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/audit/correct_interventions/audit.json,audit.json,686,bf57c3149c7072981d5f24354ede20e7c9c38e23166a4bea912e9cf9dddf2b8c
correct_interventions.campaign_complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/correct_interventions.complete,correct_interventions.complete,230,d4626e081083cdf5404429445100b114dd153fbc3bdeabd2a36ef5775c596999
correct_interventions.export_manifest,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260804_v4_4_correct_interventions/manifest/run_file_manifest.tsv,run_file_manifest.tsv,162258,99eb31e8696b6560f99fe184418ece2547a3d38c76264905bd8cf52f2f7dd864
correct_interventions.export_verification,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260804_v4_4_correct_interventions/verification/audit.json,audit.json,557,1003b106c425829b7680338c69da124f9ecaabff019f22ac56b9862cc85bd9c0
correct_interventions.file_inventory,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/audit/correct_interventions/file_inventory.csv,file_inventory.csv,167292,bbabe14ba92ceed8fb984b42da47d047ddf66f25b080a6f3daf498d66e9ca079
