model_label,role,site,population,target,factor,marginal_eta_squared,levels,observations
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,trace_order_class,1.1922062600853661e-05,2,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,running_index,0.04776194724285963,10,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.017010719175411516,9,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,seed,0.009665670690907997,10,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.028537141666722797,30,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.07498132208886063,4,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.11473584852584157,8,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,6.970399062427341e-05,2,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,running_index,0.1867371878835207,10,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,position_bin,0.12998726549353745,9,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,seed,0.009629362552981621,10,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,realization_id,0.040016555336043806,30,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,marker_kind,0.27831121450266666,4,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,termination_kind,0.44401678271020917,8,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,trace_order_class,0.007630002835358235,2,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,running_index,0.194706232622407,10,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,position_bin,0.12985744520437098,9,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,seed,0.009722276649015909,10,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,realization_id,0.0392960035505912,30,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,marker_kind,0.2784323675558889,4,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,termination_kind,0.44648841874535355,8,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,trace_order_class,0.007691399663600045,2,5122
Gemma4-E4B,trace_running,item_span_mean,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,running_index,0.18646226952679154,10,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,position_bin,0.12967591451492813,9,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,seed,0.00966486920502959,10,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,realization_id,0.04005911500394789,30,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,marker_kind,0.2786301993007548,4,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,termination_kind,0.44401491688077843,8,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,trace_order_class,0.007617169257671554,2,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,running_index,0.19442222399472361,10,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.12953426652118877,9,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,seed,0.009758181278107418,10,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.03933349520163766,30,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.27877076412574686,4,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.4464890891886884,8,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.007678235091395488,2,5121
Gemma4-E4B,trace_running,item_span_mean,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,running_index,0.23596658787479777,10,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,position_bin,0.06652571786289317,9,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,seed,0.0074245991736667455,10,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,realization_id,0.027688210253878597,30,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,marker_kind,0.3343809174501371,4,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,termination_kind,0.3507544500588312,8,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,trace_order_class,0.007821076652671352,2,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,running_index,0.3348777094237366,10,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,position_bin,0.08697959707256554,9,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,seed,0.005989081846913216,10,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,realization_id,0.02451254163348799,30,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,marker_kind,0.31830732169380366,4,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,termination_kind,0.29307823229394403,8,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,trace_order_class,0.009754631204549186,2,5122
Gemma4-E4B,trace_running,item_start,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,running_index,0.23573496454091813,10,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,position_bin,0.06661671871318459,9,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,seed,0.007436822536331414,10,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,realization_id,0.027696968950478205,30,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,marker_kind,0.33478483315658203,4,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,termination_kind,0.3508005327787485,8,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,trace_order_class,0.0078092660714145085,2,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,running_index,0.33462630514683595,10,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.08711832920067435,9,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,seed,0.0060101263678959795,10,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.024525802009923468,30,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.318781695847911,4,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.29311349656702956,8,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.00974107273784524,2,5121
Gemma4-E4B,trace_running,item_start,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,running_index,0.31111321823970056,10,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,position_bin,0.08294189250575996,9,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,seed,0.008543022481082943,10,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,realization_id,0.02374222774326301,30,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,marker_kind,0.4922996552748942,4,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,termination_kind,0.3860754413362366,8,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,trace_order_class,0.005938085092332902,2,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,running_index,0.3000486608426669,10,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,position_bin,0.08316387775509115,9,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,seed,0.008043415776829184,10,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,realization_id,0.024437291771269014,30,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,marker_kind,0.5434846940417396,4,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,termination_kind,0.3930632893754599,8,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,trace_order_class,0.006561768148391115,2,5122
Gemma4-E4B,trace_running,marker_end,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,running_index,0.31092169295935496,10,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,position_bin,0.08314610245906119,9,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,seed,0.008581370772109966,10,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,realization_id,0.02379691828873287,30,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,marker_kind,0.49273918969299685,4,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,termination_kind,0.3861506726557695,8,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,trace_order_class,0.00592887801590676,2,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,running_index,0.2998465702312473,10,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.08341145459086673,9,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,seed,0.008086898910071064,10,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.024499478644144874,30,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.5440716795178924,4,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.3931984023819985,8,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.0065509581804445065,2,5121
Gemma4-E4B,trace_running,marker_end,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,running_index,0.23228815327479374,10,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,position_bin,0.09042548645654575,9,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,seed,0.0072839695446975244,10,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,realization_id,0.02763761259716942,30,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,marker_kind,0.2921083294391735,4,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,termination_kind,0.30439227878191766,8,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,trace_order_class,0.007797734043674446,2,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,running_index,0.31592900639623767,10,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,position_bin,0.10241577662155053,9,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,seed,0.006103812510980152,10,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,realization_id,0.024728346849465333,30,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,marker_kind,0.2923502139188782,4,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,termination_kind,0.26067568696599386,8,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,trace_order_class,0.009636229226935905,2,5122
Gemma4-E4B,trace_running,marker_middle,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,running_index,0.23204715756671762,10,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,position_bin,0.09060278752316255,9,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,seed,0.007298451762950956,10,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,realization_id,0.02765072382815659,30,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,marker_kind,0.2925038777919627,4,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,termination_kind,0.30440660771838823,8,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,trace_order_class,0.007785583644663266,2,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,running_index,0.31566923171446953,10,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.1026324112033193,9,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,seed,0.006124467312837863,10,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.024747014036419848,30,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.2928245321629156,4,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.26068606164712566,8,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.00962241521961556,2,5121
Gemma4-E4B,trace_running,marker_middle,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,running_index,0.266223318081671,10,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,position_bin,0.1013293341712973,9,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,seed,0.0063660226517808964,10,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,realization_id,0.02890481916956949,30,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,marker_kind,0.15644852754322663,4,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,termination_kind,0.2236746566893714,8,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,trace_order_class,0.008522647491989091,2,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,running_index,0.3943420025093309,10,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,position_bin,0.12264319569731677,9,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,seed,0.004911329538901143,10,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,realization_id,0.023681267996901408,30,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,marker_kind,0.11599832126577515,4,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,termination_kind,0.16819888998315213,8,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,trace_order_class,0.011406232477137575,2,5122
Gemma4-E4B,trace_running,marker_span_mean,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,running_index,0.2659376646032412,10,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,position_bin,0.1015793129921441,9,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,seed,0.006368417470497193,10,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,realization_id,0.028898834661252863,30,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,marker_kind,0.15672676020921975,4,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,termination_kind,0.22354906451923173,8,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,trace_order_class,0.008508756334912236,2,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,running_index,0.39406245275298546,10,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.12298148080194284,9,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,seed,0.004922899447408866,10,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.023671947578659657,30,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.11629740163485731,4,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.168001869249912,8,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.011390570616884315,2,5121
Gemma4-E4B,trace_running,marker_span_mean,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,running_index,0.23596658787479777,10,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,position_bin,0.06652571786289317,9,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,seed,0.0074245991736667455,10,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,realization_id,0.027688210253878597,30,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,marker_kind,0.3343809174501371,4,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,termination_kind,0.3507544500588312,8,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,trace_order_class,0.007821076652671352,2,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,running_index,0.3348777094237366,10,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,position_bin,0.08697959707256554,9,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,seed,0.005989081846913216,10,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,realization_id,0.02451254163348799,30,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,marker_kind,0.31830732169380366,4,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,termination_kind,0.29307823229394403,8,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,trace_order_class,0.009754631204549186,2,5122
Gemma4-E4B,trace_running,marker_start,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,running_index,0.23573496454091813,10,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,position_bin,0.06661671871318459,9,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,seed,0.007436822536331414,10,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,realization_id,0.027696968950478205,30,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,marker_kind,0.33478483315658203,4,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,termination_kind,0.3508005327787485,8,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,trace_order_class,0.0078092660714145085,2,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,running_index,0.33462630514683595,10,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.08711832920067435,9,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,seed,0.0060101263678959795,10,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.024525802009923468,30,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.318781695847911,4,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.29311349656702956,8,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.00974107273784524,2,5121
Gemma4-E4B,trace_running,marker_start,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,running_index,0.12185866257691122,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,position_bin,0.061413426635012376,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,seed,0.025686386887626145,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,realization_id,0.04136778321750078,30,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,city,0.03553639249308255,100,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,score,0.01471627286866274,51,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,haystack_source_mode,,1,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_total_rms,haystack_source_files,0.4676768215799649,273,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,running_index,0.11993525959889487,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,position_bin,0.05228562592057055,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,seed,0.0239315014383336,10,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,realization_id,0.04363734785007153,30,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,city,0.037195397051412345,100,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,score,0.014923325836360904,51,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,haystack_source_mode,,1,3000
Qwen3-8B,prompt_running,needle_span_end,all_confirmation,noise_orthogonal_rms,haystack_source_files,0.45449797418727694,273,3000
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,running_index,0.12648242291683043,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,position_bin,0.06334500258828799,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,seed,0.031316253009187896,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,realization_id,0.04512261061014057,30,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,city,0.03828647445369014,100,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,score,0.014192162810044021,51,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,haystack_source_mode,,1,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_total_rms,haystack_source_files,0.45088724204716935,266,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,running_index,0.12444261210060298,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.0541271713672423,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,seed,0.02839003474501933,10,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.047654462889094425,30,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,city,0.04040118685042364,100,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,score,0.014496958759996476,51,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,haystack_source_mode,,1,2930
Qwen3-8B,prompt_running,needle_span_end,correct_only_confirmation,noise_orthogonal_rms,haystack_source_files,0.438688024223327,266,2930
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,running_index,0.0013051629827632405,10,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,position_bin,0.004210800179492684,8,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,seed,0.0002521889737437694,10,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,realization_id,0.0006325818661009354,30,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,marker_kind,0.026081546986855744,5,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,termination_kind,0.026088507689305467,7,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,trace_order_class,1.7005342091636394e-05,2,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_total_rms,site,0.49495489483041955,12,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_orthogonal_rms,running_index,0.0030439018158906904,10,144612
Qwen3-8B,trace_running,all_sites,all_confirmation,noise_orthogonal_rms,position_bin,0.003678500801924189,8,144612
