model_label,stage,mechanism,scope,bank_size,signed_count_gap,metric,primary_endpoint,seed_clusters,effect,ci95_low,ci95_high,sign_flip_p,sign_flip_method,sign_flip_assignments,holm_p_within_model,holm_family,holm_family_size,holm_p_cross_model,holm_significant_0_05,source_statistics,source_sha256
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,16,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,2,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,31,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,4,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,58,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_prompt_and_trace_aggregation,confirmation_actual_greedy_count,8,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_prompt_and_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,9,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,absolute_error,False,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,absolute_error,False,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::absolute_error,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,all_absolute_shift,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,all_absolute_shift,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::all_absolute_shift,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Gemma4-E4B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,clean_correct_to_wrong,True,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,fb4de90f46e4db457ac69778520b71c433e9930e2a6aaeb7d73dcb83ab4331f2
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,1,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,16,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,2,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,32,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,4,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Qwen3-8B,answer_aggregation_ablation,answer_trace_aggregation,confirmation_actual_greedy_count,8,,clean_correct_to_wrong,True,12,0.0,0.0,0.0,1.0,exact_enumeration,4096,1.0,answer_aggregation_ablation::answer_trace_aggregation::confirmation_actual_greedy_count::clean_correct_to_wrong,12,1.0,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_aggregation_factorial/analysis/statistics.csv,45b46ee769c10cbeaf2c0875e918b91e7c31f44024c30f4bfbcd9b87c729b080
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,full_adoption_specificity,True,9,0.9796296296296296,0.9518518518518518,1.0,0.00390625,exact_enumeration,512,0.21875,answer_hidden_state_patch::answer_state_transport::overall::full_adoption_specificity,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,6dccb511b4902b560d95c4ef1226b68e63161f2a27573c20d3b022f7b2311c5c
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,full_adoption_specificity,True,6,0.9166666666666666,0.75,1.0,0.03125,exact_enumeration,64,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_adoption_specificity,2,0.03125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,dcb6928c04a24be638fa075b17e85dc4f78eb0062ba195f1c57dc1df67ec4155
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,full_donor_adoption,True,9,0.9796296296296296,0.9500000000000001,1.0,0.00390625,exact_enumeration,512,0.21875,answer_hidden_state_patch::answer_state_transport::overall::full_donor_adoption,2,0.0078125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,6dccb511b4902b560d95c4ef1226b68e63161f2a27573c20d3b022f7b2311c5c
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,full_donor_adoption,True,6,0.9166666666666666,0.75,1.0,0.03125,exact_enumeration,64,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_donor_adoption,2,0.03125,True,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,dcb6928c04a24be638fa075b17e85dc4f78eb0062ba195f1c57dc1df67ec4155
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,full_specificity,True,9,0.5842592592592593,-0.1472222222222222,1.0,0.1484375,exact_enumeration,512,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_specificity,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,6dccb511b4902b560d95c4ef1226b68e63161f2a27573c20d3b022f7b2311c5c
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,full_specificity,True,6,0.5416666666666666,-0.375,1.0,0.21875,exact_enumeration,64,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_specificity,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,dcb6928c04a24be638fa075b17e85dc4f78eb0062ba195f1c57dc1df67ec4155
Gemma4-E4B,answer_hidden_state_patch,answer_state_transport,overall,,,full_transport,True,9,0.5842592592592593,-0.14722222222222225,1.0,0.1484375,exact_enumeration,512,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_transport,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Gemma4-E4B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,6dccb511b4902b560d95c4ef1226b68e63161f2a27573c20d3b022f7b2311c5c
Qwen3-8B,answer_hidden_state_patch,answer_state_transport,overall,,,full_transport,True,6,0.5416666666666666,-0.375,1.0,0.21875,exact_enumeration,64,1.0,answer_hidden_state_patch::answer_state_transport::overall::full_transport,2,0.296875,False,/lambda/nfs/CoT-Native-thinking-v5/runs/v5_native_thinking_representation/Qwen3-8B/corrected_causal_chain_v2/answer_execution_reanalysis/analysis/statistics.csv,dcb6928c04a24be638fa075b17e85dc4f78eb0062ba195f1c57dc1df67ec4155
