model_label,grammar,layer,head,seed,request_id,from_occurrence,to_occurrence,query_output_token_index,source_index,source_city,region,is_target,raw_attention_mass
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,7,8,294,8,Almaty,needle_record,True,0.4691541790962219
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,7,8,294,9,Rotterdam,needle_record,False,0.007823199033737183
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,7,8,294,10,Porto,needle_record,False,0.00042462541023269296
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,7,8,294,,,non_needle_context,False,0.4535276725073345
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,1,Chicago,needle_record,False,0.0010098792845383286
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,2,Baku,needle_record,False,0.010246828198432922
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,3,Taipei,needle_record,False,0.008616499602794647
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,4,Harbin,needle_record,False,0.006074706092476845
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,5,Rome,needle_record,False,0.011676819063723087
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,6,Antwerp,needle_record,False,0.013228066265583038
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,7,Osaka,needle_record,False,0.007551220711320639
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,8,Almaty,needle_record,False,0.0027394667267799377
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,9,Rotterdam,needle_record,True,0.12891682982444763
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,10,Porto,needle_record,False,0.006065824069082737
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,8,9,320,,,non_needle_context,False,0.8045091264648363
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,1,Chicago,needle_record,False,0.0016241759294643998
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,2,Baku,needle_record,False,0.0033180760219693184
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,3,Taipei,needle_record,False,0.003152471035718918
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,4,Harbin,needle_record,False,0.002125551924109459
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,5,Rome,needle_record,False,0.001852698507718742
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,6,Antwerp,needle_record,False,0.0015954584814608097
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,7,Osaka,needle_record,False,0.002443517092615366
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,8,Almaty,needle_record,False,0.00200945558026433
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,9,Rotterdam,needle_record,False,0.007925169542431831
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,10,Porto,needle_record,True,0.46138808131217957
Qwen3-8B,adjacent_rank_after_city,24,29,1234,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,9,10,346,,,non_needle_context,False,0.5124955475330353
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,1,Amsterdam,needle_record,False,0.22980161011219025
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,2,Belgrade,needle_record,True,0.2915319502353668
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,3,Lahore,needle_record,False,0.032939132302999496
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,4,Nagoya,needle_record,False,0.015205459669232368
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,5,Osaka,needle_record,False,0.003314494388177991
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,6,Astana,needle_record,False,0.002539806067943573
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,7,Shenzhen,needle_record,False,0.0015776727814227343
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,8,Kyoto,needle_record,False,0.00290769524872303
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,9,Lyon,needle_record,False,0.001090954290702939
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,10,Budapest,needle_record,False,0.0012219380587339401
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,,,non_needle_context,False,0.41881974251009524
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,1,Amsterdam,needle_record,False,0.021191902458667755
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,2,Belgrade,needle_record,False,0.19169765710830688
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,3,Lahore,needle_record,True,0.1264834702014923
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,4,Nagoya,needle_record,False,0.02564702183008194
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,5,Osaka,needle_record,False,0.0047110505402088165
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,6,Astana,needle_record,False,0.00273832306265831
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,7,Shenzhen,needle_record,False,0.0012914964463561773
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,8,Kyoto,needle_record,False,0.0021490990184247494
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,9,Lyon,needle_record,False,0.0011235855054110289
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,10,Budapest,needle_record,False,0.000569815281778574
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,,,non_needle_context,False,0.6226591966114938
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,1,Amsterdam,needle_record,False,0.008118147030472755
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,2,Belgrade,needle_record,False,0.021818503737449646
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,3,Lahore,needle_record,False,0.09903807193040848
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,4,Nagoya,needle_record,True,0.1530580222606659
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,5,Osaka,needle_record,False,0.02879473753273487
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,6,Astana,needle_record,False,0.007455894723534584
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,7,Shenzhen,needle_record,False,0.007810758426785469
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,8,Kyoto,needle_record,False,0.0031591681763529778
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,9,Lyon,needle_record,False,0.0038002748042345047
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,10,Budapest,needle_record,False,0.0025635361671447754
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,,,non_needle_context,False,0.6645606262609363
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,1,Amsterdam,needle_record,False,0.005000711884349585
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,2,Belgrade,needle_record,False,0.011099819093942642
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,3,Lahore,needle_record,False,0.012745486572384834
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,4,Nagoya,needle_record,False,0.18410420417785645
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,5,Osaka,needle_record,True,0.2718239724636078
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,6,Astana,needle_record,False,0.006965134292840958
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,7,Shenzhen,needle_record,False,0.006613378878682852
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,8,Kyoto,needle_record,False,0.0016538177151232958
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,9,Lyon,needle_record,False,0.004271210636943579
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,10,Budapest,needle_record,False,0.0031247606966644526
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,,,non_needle_context,False,0.49283902160823345
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,1,Amsterdam,needle_record,False,0.001070760190486908
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,2,Belgrade,needle_record,False,0.0009211288997903466
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,3,Lahore,needle_record,False,0.003685704432427883
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,4,Nagoya,needle_record,False,0.001305297832004726
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,5,Osaka,needle_record,False,0.008646939881145954
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,6,Astana,needle_record,False,0.3599046468734741
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,7,Shenzhen,needle_record,True,0.1541886031627655
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,8,Kyoto,needle_record,False,0.008551305159926414
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,9,Lyon,needle_record,False,0.016129441559314728
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,10,Budapest,needle_record,False,0.004150896333158016
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,,,non_needle_context,False,0.44104163302108645
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,1,Amsterdam,needle_record,False,0.0012469221837818623
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,2,Belgrade,needle_record,False,0.0008953518699854612
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,3,Lahore,needle_record,False,0.0017774503212422132
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,4,Nagoya,needle_record,False,0.0006970572285354137
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,5,Osaka,needle_record,False,0.0042525711469352245
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,6,Astana,needle_record,False,0.075635626912117
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,7,Shenzhen,needle_record,False,0.049382273107767105
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,8,Kyoto,needle_record,True,0.19670012593269348
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,9,Lyon,needle_record,False,0.11798928678035736
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,10,Budapest,needle_record,False,0.020159302279353142
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,,,non_needle_context,False,0.5318455351516604
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,1,Amsterdam,needle_record,False,0.00012511340901255608
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,2,Belgrade,needle_record,False,0.00021418125834316015
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,3,Lahore,needle_record,False,0.0016293649096041918
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,4,Nagoya,needle_record,False,0.00012675000471062958
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,5,Osaka,needle_record,False,0.0005454974016174674
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,6,Astana,needle_record,False,0.0022690827026963234
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,7,Shenzhen,needle_record,False,0.0022562292870134115
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,8,Kyoto,needle_record,False,0.05888504534959793
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,9,Lyon,needle_record,True,0.7741737365722656
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,10,Budapest,needle_record,False,0.055693987756967545
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,,,non_needle_context,False,0.10488901191274635
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,1,Amsterdam,needle_record,False,0.00011699739843606949
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,2,Belgrade,needle_record,False,0.00014053471386432648
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,3,Lahore,needle_record,False,0.0008396306657232344
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,4,Nagoya,needle_record,False,0.0001530722074676305
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,5,Osaka,needle_record,False,0.0002721939526963979
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,6,Astana,needle_record,False,0.001953604631125927
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,7,Shenzhen,needle_record,False,0.0015158267924562097
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,8,Kyoto,needle_record,False,0.013513961806893349
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,9,Lyon,needle_record,False,0.036338865756988525
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,10,Budapest,needle_record,True,0.894774854183197
Gemma4-E4B,adjacent_rank_after_city,29,4,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,,,non_needle_context,False,0.050224293721839786
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,1,Amsterdam,needle_record,False,0.011826889589428902
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,2,Belgrade,needle_record,True,0.008275244385004044
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,3,Lahore,needle_record,False,0.004558634012937546
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,4,Nagoya,needle_record,False,0.002543484792113304
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,5,Osaka,needle_record,False,0.0011016218923032284
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,6,Astana,needle_record,False,0.0030031418427824974
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,7,Shenzhen,needle_record,False,0.0015710663283243775
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,8,Kyoto,needle_record,False,0.00132306560408324
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,9,Lyon,needle_record,False,0.001500836107879877
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,10,Budapest,needle_record,False,0.0012424360029399395
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,1,2,118,,,non_needle_context,False,0.9629687024280429
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,1,Amsterdam,needle_record,False,0.021303346380591393
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,2,Belgrade,needle_record,False,0.14971226453781128
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,3,Lahore,needle_record,True,0.33578526973724365
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,4,Nagoya,needle_record,False,0.11432535201311111
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,5,Osaka,needle_record,False,0.046472590416669846
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,6,Astana,needle_record,False,0.018342377617955208
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,7,Shenzhen,needle_record,False,0.015601780265569687
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,8,Kyoto,needle_record,False,0.008717043325304985
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,9,Lyon,needle_record,False,0.013596775941550732
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,10,Budapest,needle_record,False,0.006102328188717365
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,2,3,155,,,non_needle_context,False,0.2699389476329088
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,1,Amsterdam,needle_record,False,0.013303608633577824
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,2,Belgrade,needle_record,False,0.03779066354036331
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,3,Lahore,needle_record,False,0.1877993643283844
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,4,Nagoya,needle_record,True,0.11217635869979858
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,5,Osaka,needle_record,False,0.04084821045398712
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,6,Astana,needle_record,False,0.008646311238408089
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,7,Shenzhen,needle_record,False,0.010194909758865833
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,8,Kyoto,needle_record,False,0.005743557121604681
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,9,Lyon,needle_record,False,0.0032020085491240025
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,10,Budapest,needle_record,False,0.002525471616536379
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,3,4,192,,,non_needle_context,False,0.5770507636480033
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,1,Amsterdam,needle_record,False,0.0037374040111899376
