request_id,stimulus_id,seed,model_label,model_id,target_passage_tokens,model_passage_tokens,model_input_tokens,num_needles,density_per_1k,prompt_mode,thinking_enabled,query_order,exact_correct,parse_success,format_failure,truncated,parse_status,finish_reason,gold_count,predicted_count,absolute_error,normalized_absolute_error,signed_error,output_tokens,error_category,missing_pairs_n,hallucinated_pairs_n,duplicate_listed_pairs_n,listed_records_n,listed_total_matches_length,pair_precision,pair_recall,pair_f1,source_file,source_line,T,N,log_length,log_needles,density_per_1k_recomputed,log_density,log_burden,needle_linear,needle_hinge,log_interaction,log_length_sq,log_needles_sq,t_is_2000,t_is_10000,t2000_log_needles,t10000_log_needles,cell_id
Qwen3-8B/enumeration/query_last/T2000_N3_seed1234,T2000_N3_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,3,1.5,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,31,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,526,2000,3,-0.916290731874155,-0.5108256237659907,1.5,0.4054651081081644,-1.4271163556401456,-0.4,0.0,0.46806478466061135,0.8395887053184746,0.2609428178959135,1.0,0.0,-0.5108256237659907,-0.0,T2000_N3
Qwen3-8B/enumeration/query_last/T2000_N3_seed1235,T2000_N3_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,3,1.5,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,30,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,527,2000,3,-0.916290731874155,-0.5108256237659907,1.5,0.4054651081081644,-1.4271163556401456,-0.4,0.0,0.46806478466061135,0.8395887053184746,0.2609428178959135,1.0,0.0,-0.5108256237659907,-0.0,T2000_N3
Qwen3-8B/enumeration/query_last/T2000_N3_seed1236,T2000_N3_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,3,1.5,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,31,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,528,2000,3,-0.916290731874155,-0.5108256237659907,1.5,0.4054651081081644,-1.4271163556401456,-0.4,0.0,0.46806478466061135,0.8395887053184746,0.2609428178959135,1.0,0.0,-0.5108256237659907,-0.0,T2000_N3
Qwen3-8B/enumeration/query_last/T2000_N3_seed1237,T2000_N3_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,3,1.5,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,31,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,529,2000,3,-0.916290731874155,-0.5108256237659907,1.5,0.4054651081081644,-1.4271163556401456,-0.4,0.0,0.46806478466061135,0.8395887053184746,0.2609428178959135,1.0,0.0,-0.5108256237659907,-0.0,T2000_N3
Qwen3-8B/enumeration/query_last/T2000_N3_seed1238,T2000_N3_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,3,1.5,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,30,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,530,2000,3,-0.916290731874155,-0.5108256237659907,1.5,0.4054651081081644,-1.4271163556401456,-0.4,0.0,0.46806478466061135,0.8395887053184746,0.2609428178959135,1.0,0.0,-0.5108256237659907,-0.0,T2000_N3
Qwen3-8B/enumeration/query_last/T2000_N4_seed1234,T2000_N4_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,4,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,40,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,531,2000,4,-0.916290731874155,-0.2231435513142097,2.0,0.6931471805599453,-1.1394342831883648,-0.2,0.0,0.20446436794669529,0.8395887053184746,0.04979304449311734,1.0,0.0,-0.2231435513142097,-0.0,T2000_N4
Qwen3-8B/enumeration/query_last/T2000_N4_seed1235,T2000_N4_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,4,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,95,correct,4,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,532,2000,4,-0.916290731874155,-0.2231435513142097,2.0,0.6931471805599453,-1.1394342831883648,-0.2,0.0,0.20446436794669529,0.8395887053184746,0.04979304449311734,1.0,0.0,-0.2231435513142097,-0.0,T2000_N4
Qwen3-8B/enumeration/query_last/T2000_N4_seed1236,T2000_N4_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,4,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,43,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,533,2000,4,-0.916290731874155,-0.2231435513142097,2.0,0.6931471805599453,-1.1394342831883648,-0.2,0.0,0.20446436794669529,0.8395887053184746,0.04979304449311734,1.0,0.0,-0.2231435513142097,-0.0,T2000_N4
Qwen3-8B/enumeration/query_last/T2000_N4_seed1237,T2000_N4_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2108,4,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,41,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,534,2000,4,-0.916290731874155,-0.2231435513142097,2.0,0.6931471805599453,-1.1394342831883648,-0.2,0.0,0.20446436794669529,0.8395887053184746,0.04979304449311734,1.0,0.0,-0.2231435513142097,-0.0,T2000_N4
Qwen3-8B/enumeration/query_last/T2000_N4_seed1238,T2000_N4_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,4,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,40,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,535,2000,4,-0.916290731874155,-0.2231435513142097,2.0,0.6931471805599453,-1.1394342831883648,-0.2,0.0,0.20446436794669529,0.8395887053184746,0.04979304449311734,1.0,0.0,-0.2231435513142097,-0.0,T2000_N4
Qwen3-8B/enumeration/query_last/T2000_N5_seed1234,T2000_N5_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,5,2.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,49,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,536,2000,5,-0.916290731874155,0.0,2.5,0.9162907318741551,-0.916290731874155,0.0,0.0,-0.0,0.8395887053184746,0.0,1.0,0.0,0.0,0.0,T2000_N5
Qwen3-8B/enumeration/query_last/T2000_N5_seed1235,T2000_N5_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,5,2.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,50,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,537,2000,5,-0.916290731874155,0.0,2.5,0.9162907318741551,-0.916290731874155,0.0,0.0,-0.0,0.8395887053184746,0.0,1.0,0.0,0.0,0.0,T2000_N5
Qwen3-8B/enumeration/query_last/T2000_N5_seed1236,T2000_N5_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,5,2.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,45,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,538,2000,5,-0.916290731874155,0.0,2.5,0.9162907318741551,-0.916290731874155,0.0,0.0,-0.0,0.8395887053184746,0.0,1.0,0.0,0.0,0.0,T2000_N5
Qwen3-8B/enumeration/query_last/T2000_N5_seed1237,T2000_N5_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2108,5,2.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,50,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,539,2000,5,-0.916290731874155,0.0,2.5,0.9162907318741551,-0.916290731874155,0.0,0.0,-0.0,0.8395887053184746,0.0,1.0,0.0,0.0,0.0,T2000_N5
Qwen3-8B/enumeration/query_last/T2000_N5_seed1238,T2000_N5_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,5,2.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,47,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,540,2000,5,-0.916290731874155,0.0,2.5,0.9162907318741551,-0.916290731874155,0.0,0.0,-0.0,0.8395887053184746,0.0,1.0,0.0,0.0,0.0,T2000_N5
Qwen3-8B/enumeration/query_last/T2000_N6_seed1234,T2000_N6_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,6,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,56,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,541,2000,6,-0.916290731874155,0.1823215567939546,3.0,1.0986122886681098,-0.7339691750802004,0.2,0.1823215567939546,-0.16705955271116796,0.8395887053184746,0.03324115007177121,1.0,0.0,0.1823215567939546,0.0,T2000_N6
Qwen3-8B/enumeration/query_last/T2000_N6_seed1235,T2000_N6_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,6,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,59,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,542,2000,6,-0.916290731874155,0.1823215567939546,3.0,1.0986122886681098,-0.7339691750802004,0.2,0.1823215567939546,-0.16705955271116796,0.8395887053184746,0.03324115007177121,1.0,0.0,0.1823215567939546,0.0,T2000_N6
Qwen3-8B/enumeration/query_last/T2000_N6_seed1236,T2000_N6_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,6,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,61,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,543,2000,6,-0.916290731874155,0.1823215567939546,3.0,1.0986122886681098,-0.7339691750802004,0.2,0.1823215567939546,-0.16705955271116796,0.8395887053184746,0.03324115007177121,1.0,0.0,0.1823215567939546,0.0,T2000_N6
Qwen3-8B/enumeration/query_last/T2000_N6_seed1237,T2000_N6_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,6,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,56,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,544,2000,6,-0.916290731874155,0.1823215567939546,3.0,1.0986122886681098,-0.7339691750802004,0.2,0.1823215567939546,-0.16705955271116796,0.8395887053184746,0.03324115007177121,1.0,0.0,0.1823215567939546,0.0,T2000_N6
Qwen3-8B/enumeration/query_last/T2000_N6_seed1238,T2000_N6_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,6,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,57,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,545,2000,6,-0.916290731874155,0.1823215567939546,3.0,1.0986122886681098,-0.7339691750802004,0.2,0.1823215567939546,-0.16705955271116796,0.8395887053184746,0.03324115007177121,1.0,0.0,0.1823215567939546,0.0,T2000_N6
Qwen3-8B/enumeration/query_last/T2000_N8_seed1234,T2000_N8_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,8,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,76,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,546,2000,8,-0.916290731874155,0.47000362924573563,4.0,1.3862943611198906,-0.44628710262841936,0.6,0.47000362924573563,-0.4306599694250841,0.8395887053184746,0.22090341150416293,1.0,0.0,0.47000362924573563,0.0,T2000_N8
Qwen3-8B/enumeration/query_last/T2000_N8_seed1235,T2000_N8_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,8,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,78,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,547,2000,8,-0.916290731874155,0.47000362924573563,4.0,1.3862943611198906,-0.44628710262841936,0.6,0.47000362924573563,-0.4306599694250841,0.8395887053184746,0.22090341150416293,1.0,0.0,0.47000362924573563,0.0,T2000_N8
Qwen3-8B/enumeration/query_last/T2000_N8_seed1236,T2000_N8_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,8,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,81,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,548,2000,8,-0.916290731874155,0.47000362924573563,4.0,1.3862943611198906,-0.44628710262841936,0.6,0.47000362924573563,-0.4306599694250841,0.8395887053184746,0.22090341150416293,1.0,0.0,0.47000362924573563,0.0,T2000_N8
Qwen3-8B/enumeration/query_last/T2000_N8_seed1237,T2000_N8_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,8,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,73,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,549,2000,8,-0.916290731874155,0.47000362924573563,4.0,1.3862943611198906,-0.44628710262841936,0.6,0.47000362924573563,-0.4306599694250841,0.8395887053184746,0.22090341150416293,1.0,0.0,0.47000362924573563,0.0,T2000_N8
Qwen3-8B/enumeration/query_last/T2000_N8_seed1238,T2000_N8_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,8,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,76,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,550,2000,8,-0.916290731874155,0.47000362924573563,4.0,1.3862943611198906,-0.44628710262841936,0.6,0.47000362924573563,-0.4306599694250841,0.8395887053184746,0.22090341150416293,1.0,0.0,0.47000362924573563,0.0,T2000_N8
Qwen3-8B/enumeration/query_last/T5000_N10_seed1234,T5000_N10_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,10,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,93,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,551,5000,10,0.0,0.6931471805599453,2.0,0.6931471805599453,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.4804530139182014,0.0,0.0,0.0,0.0,T5000_N10
Qwen3-8B/enumeration/query_last/T5000_N10_seed1235,T5000_N10_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,10,2.0,enumeration,0,query_last,0,1,0,0,ok,stop,10,9.0,1.0,0.1,-1.0,92,undercount,10,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,552,5000,10,0.0,0.6931471805599453,2.0,0.6931471805599453,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.4804530139182014,0.0,0.0,0.0,0.0,T5000_N10
Qwen3-8B/enumeration/query_last/T5000_N10_seed1236,T5000_N10_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5108,10,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,103,correct,10,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,553,5000,10,0.0,0.6931471805599453,2.0,0.6931471805599453,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.4804530139182014,0.0,0.0,0.0,0.0,T5000_N10
Qwen3-8B/enumeration/query_last/T5000_N10_seed1237,T5000_N10_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,10,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,102,correct,10,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,554,5000,10,0.0,0.6931471805599453,2.0,0.6931471805599453,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.4804530139182014,0.0,0.0,0.0,0.0,T5000_N10
Qwen3-8B/enumeration/query_last/T5000_N10_seed1238,T5000_N10_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,10,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,91,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,555,5000,10,0.0,0.6931471805599453,2.0,0.6931471805599453,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,0.4804530139182014,0.0,0.0,0.0,0.0,T5000_N10
Qwen3-8B/enumeration/query_last/T5000_N1_seed1234,T5000_N1_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,1,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,14,correct,1,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,556,5000,1,0.0,-1.6094379124341003,0.2,-1.6094379124341003,-1.6094379124341003,-0.8,0.0,-0.0,0.0,2.5902903939802346,0.0,0.0,-0.0,-0.0,T5000_N1
Qwen3-8B/enumeration/query_last/T5000_N1_seed1235,T5000_N1_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,1,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,557,5000,1,0.0,-1.6094379124341003,0.2,-1.6094379124341003,-1.6094379124341003,-0.8,0.0,-0.0,0.0,2.5902903939802346,0.0,0.0,-0.0,-0.0,T5000_N1
Qwen3-8B/enumeration/query_last/T5000_N1_seed1236,T5000_N1_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5108,1,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,558,5000,1,0.0,-1.6094379124341003,0.2,-1.6094379124341003,-1.6094379124341003,-0.8,0.0,-0.0,0.0,2.5902903939802346,0.0,0.0,-0.0,-0.0,T5000_N1
Qwen3-8B/enumeration/query_last/T5000_N1_seed1237,T5000_N1_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,1,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,1,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,559,5000,1,0.0,-1.6094379124341003,0.2,-1.6094379124341003,-1.6094379124341003,-0.8,0.0,-0.0,0.0,2.5902903939802346,0.0,0.0,-0.0,-0.0,T5000_N1
Qwen3-8B/enumeration/query_last/T5000_N1_seed1238,T5000_N1_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,1,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,14,correct,1,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,560,5000,1,0.0,-1.6094379124341003,0.2,-1.6094379124341003,-1.6094379124341003,-0.8,0.0,-0.0,0.0,2.5902903939802346,0.0,0.0,-0.0,-0.0,T5000_N1
Qwen3-8B/enumeration/query_last/T5000_N20_seed1234,T5000_N20_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,20,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,191,correct,0,0,0,20,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,561,5000,20,0.0,1.3862943611198906,4.0,1.3862943611198906,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.9218120556728056,0.0,0.0,0.0,0.0,T5000_N20
Qwen3-8B/enumeration/query_last/T5000_N20_seed1235,T5000_N20_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,20,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,216,correct,20,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,562,5000,20,0.0,1.3862943611198906,4.0,1.3862943611198906,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.9218120556728056,0.0,0.0,0.0,0.0,T5000_N20
Qwen3-8B/enumeration/query_last/T5000_N20_seed1236,T5000_N20_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,20,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,216,correct,20,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,563,5000,20,0.0,1.3862943611198906,4.0,1.3862943611198906,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.9218120556728056,0.0,0.0,0.0,0.0,T5000_N20
Qwen3-8B/enumeration/query_last/T5000_N20_seed1237,T5000_N20_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,20,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,213,correct,20,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,564,5000,20,0.0,1.3862943611198906,4.0,1.3862943611198906,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.9218120556728056,0.0,0.0,0.0,0.0,T5000_N20
Qwen3-8B/enumeration/query_last/T5000_N20_seed1238,T5000_N20_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5109,20,4.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,193,correct,0,0,0,20,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,565,5000,20,0.0,1.3862943611198906,4.0,1.3862943611198906,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.9218120556728056,0.0,0.0,0.0,0.0,T5000_N20
