target,model_label,prompt_mode,candidate,scheme,fold,n_test,log_loss,brier,mae,rmse
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=3,14,,,1.9617163857330229,1.97651325200993
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=4,12,,,2.1030092068725907,2.3352027398277686
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=5,15,,,1.745755069539212,1.86997508498419
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=6,15,,,1.7958214238455434,1.9846227388975821
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=8,13,,,1.951465987225086,2.1504865905348702
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=10,13,,,2.1716046410619745,2.3231694905436027
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=20,14,,,1.6096295209483635,2.0306084368257715
absolute_error,Qwen3-1.7B,enumeration,intercept_only,needle,N=30,13,,,0.7377698184409188,1.1402818772828498
absolute_error,Qwen3-1.7B,enumeration,intercept_only,length,T=2000,47,,,1.7684522237999742,1.9074139988924599
absolute_error,Qwen3-1.7B,enumeration,intercept_only,length,T=5000,45,,,1.7021461836579865,1.848086400339056
absolute_error,Qwen3-1.7B,enumeration,intercept_only,length,T=10000,46,,,1.9608198064463096,2.2601714157840838
absolute_error,Qwen3-1.7B,enumeration,log_density,seed,seed=1234,30,,,2.1690733328215592,2.371538947466164
absolute_error,Qwen3-1.7B,enumeration,log_density,seed,seed=1235,27,,,1.7281432628702202,1.7972318421959919
absolute_error,Qwen3-1.7B,enumeration,log_density,seed,seed=1236,28,,,1.9934624791571576,2.2652025908123146
absolute_error,Qwen3-1.7B,enumeration,log_density,seed,seed=1237,29,,,1.7140659626704595,1.857977340417144
absolute_error,Qwen3-1.7B,enumeration,log_density,seed,seed=1238,24,,,1.4091671252383635,1.5695718619036227
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=1,15,,,2.0935346740311798,2.0935428002031107
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=2,14,,,1.9106053612263119,2.07857141275267
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=3,14,,,1.8274702105092262,1.849545532524469
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=4,12,,,2.2135607570753506,2.4391856372699805
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=5,15,,,1.7855543236020888,1.9358728845164521
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=6,15,,,1.8183153202995284,1.9898044942931985
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=8,13,,,2.000864910821568,2.2065652933439224
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=10,13,,,2.1149879764814576,2.2577684432654954
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=20,14,,,1.866232633134102,2.102545089448029
absolute_error,Qwen3-1.7B,enumeration,log_density,needle,N=30,13,,,1.3127520887814461,1.4884653970907193
absolute_error,Qwen3-1.7B,enumeration,log_density,length,T=2000,47,,,2.093986308453099,2.2243618746958504
absolute_error,Qwen3-1.7B,enumeration,log_density,length,T=5000,45,,,1.6679642286832783,1.8002098829574757
absolute_error,Qwen3-1.7B,enumeration,log_density,length,T=10000,46,,,1.8198182129690583,2.297287740588104
absolute_error,Qwen3-1.7B,enumeration,log_burden,seed,seed=1234,30,,,1.9621749548396705,2.2092594130418726
absolute_error,Qwen3-1.7B,enumeration,log_burden,seed,seed=1235,27,,,1.6363380976565782,1.7671031601754268
absolute_error,Qwen3-1.7B,enumeration,log_burden,seed,seed=1236,28,,,1.9669376784868258,2.302530095646459
absolute_error,Qwen3-1.7B,enumeration,log_burden,seed,seed=1237,29,,,1.488554103115967,1.6292419822235256
absolute_error,Qwen3-1.7B,enumeration,log_burden,seed,seed=1238,24,,,1.1728489156994932,1.2789825010056195
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=1,15,,,1.1253350750919655,1.1755731298366638
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=2,14,,,1.6615749320160327,2.0269468850774484
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=3,14,,,1.6052418307605554,1.6527292473372326
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=4,12,,,1.9684339813803888,2.3832008721927758
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=5,15,,,1.6773221268664107,1.8454195650567184
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=6,15,,,1.7071520971138479,1.9701883849146855
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=8,13,,,1.8969445258714246,2.021528585627618
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=10,13,,,1.9125098437455341,2.0297221835434947
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=20,14,,,1.5277764704042007,1.656847207571858
absolute_error,Qwen3-1.7B,enumeration,log_burden,needle,N=30,13,,,1.9660232354554519,2.1275043042820796
absolute_error,Qwen3-1.7B,enumeration,log_burden,length,T=2000,47,,,1.276862370127656,1.805255197865982
absolute_error,Qwen3-1.7B,enumeration,log_burden,length,T=5000,45,,,1.673412061282877,1.7999924962558904
absolute_error,Qwen3-1.7B,enumeration,log_burden,length,T=10000,46,,,1.8136119895609224,1.9409564888926845
absolute_error,Qwen3-1.7B,enumeration,log_separable,seed,seed=1234,30,,,1.9623330719257213,2.2095148741301203
absolute_error,Qwen3-1.7B,enumeration,log_separable,seed,seed=1235,27,,,1.646030298569867,1.7731745814161226
absolute_error,Qwen3-1.7B,enumeration,log_separable,seed,seed=1236,28,,,1.9654415939814072,2.300358862038774
absolute_error,Qwen3-1.7B,enumeration,log_separable,seed,seed=1237,29,,,1.5213659068218963,1.6582791012343032
absolute_error,Qwen3-1.7B,enumeration,log_separable,seed,seed=1238,24,,,1.1789903102821173,1.2745266369600448
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=1,15,,,1.2904628675337357,1.3585782724471822
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=2,14,,,1.6477248086253904,2.0215479623485684
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=3,14,,,1.609925134635908,1.6600249281661072
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=4,12,,,2.002549235707065,2.3940128571636516
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=5,15,,,1.6878325123956064,1.8463888185202335
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=6,15,,,1.711056822596626,1.964966060332672
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=8,13,,,1.9121747224211285,2.031890298184004
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=10,13,,,1.9132110749353792,2.0241739605404554
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=20,14,,,1.6798921830586946,1.7778996672507825
absolute_error,Qwen3-1.7B,enumeration,log_separable,needle,N=30,13,,,2.231967364159075,2.3490096887302387
absolute_error,Qwen3-1.7B,enumeration,log_separable,length,T=2000,47,,,1.2476227631480008,1.8351716275224417
absolute_error,Qwen3-1.7B,enumeration,log_separable,length,T=5000,45,,,1.6651216262699389,1.8065629501989788
absolute_error,Qwen3-1.7B,enumeration,log_separable,length,T=10000,46,,,1.7981088914896357,1.956152468131705
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,seed,seed=1234,30,,,2.130698810401642,2.350936086043927
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,seed,seed=1235,27,,,1.6824664624440484,1.757261047976767
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,seed,seed=1236,28,,,2.1061464420219695,2.3825278730022834
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,seed,seed=1237,29,,,1.6087151681662772,1.7200089059987593
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,seed,seed=1238,24,,,1.294988015822762,1.470571321434358
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=1,15,,,1.9906503706447287,2.0371463623962724
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=2,14,,,1.9503301834195155,2.099217651926619
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=3,14,,,1.8225867110391483,1.8708871737550843
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=4,12,,,1.9956486782810456,2.37946954111291
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=5,15,,,1.6928793889950617,1.8714363181975684
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=6,15,,,1.7738728498454681,2.0811602674501573
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=8,13,,,1.886561388407203,2.0795439114955228
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=10,13,,,2.067724104158626,2.230761017167586
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=20,14,,,1.492531613148564,1.7490936884370072
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,needle,N=30,13,,,2.8316964707320142,2.9907023520437472
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,length,T=2000,47,,,1.2918285988748839,1.8554699219234483
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,length,T=5000,45,,,1.7598811046818197,1.8711140923432952
absolute_error,Qwen3-1.7B,enumeration,semi_log_needles,length,T=10000,46,,,1.942791302375485,2.1024923942936002
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,seed,seed=1234,30,,,1.8062397120373452,2.097520002139631
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,seed,seed=1235,27,,,1.568996862939883,1.773016070442016
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,seed,seed=1236,28,,,1.7670617647543756,2.1265331525093294
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,seed,seed=1237,29,,,1.3798920147236273,1.570554438171873
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,seed,seed=1238,24,,,1.1186393337862017,1.3675115510206621
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=1,15,,,0.9486323358531393,1.0443323191929461
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=2,14,,,1.4802700241815214,2.0412098732437447
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=3,14,,,1.8304487408699885,1.8819180505725448
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=4,12,,,1.9142804034595777,2.193581472619136
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=5,15,,,1.6222441612372884,1.8402665877549635
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=6,15,,,1.5138137852176503,1.7007890221909219
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=8,13,,,1.9386748451163553,2.030872869571295
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=10,13,,,1.8509618734493176,1.9493407679460704
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=20,14,,,1.472830241551414,1.7452259102470626
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,needle,N=30,13,,,1.4334226574307212,1.5670819079572609
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,length,T=2000,47,,,1.3479475145656075,1.7846319036213454
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,length,T=5000,45,,,1.5005914660891888,1.7134198759585269
absolute_error,Qwen3-1.7B,enumeration,piecewise_log_needles,length,T=10000,46,,,1.5789743067131656,1.883437715146598
absolute_error,Qwen3-1.7B,enumeration,log_interaction,seed,seed=1234,30,,,1.9308396089792457,2.1818383346212404
absolute_error,Qwen3-1.7B,enumeration,log_interaction,seed,seed=1235,27,,,1.6451121022284836,1.7829227947604234
absolute_error,Qwen3-1.7B,enumeration,log_interaction,seed,seed=1236,28,,,1.9363074356463277,2.290925300094055
absolute_error,Qwen3-1.7B,enumeration,log_interaction,seed,seed=1237,29,,,1.5247651186551323,1.6754458258083826
absolute_error,Qwen3-1.7B,enumeration,log_interaction,seed,seed=1238,24,,,1.148494379190147,1.2623107558879731
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=1,15,,,1.2933288450345688,1.2933409630197101
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=2,14,,,1.6494236880598396,1.9990704264332317
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=3,14,,,1.6111330138108169,1.6352827554845326
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=4,12,,,2.0345465632808777,2.400249823746624
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=5,15,,,1.6921929439026564,1.848260127606656
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=6,15,,,1.7098255053370193,1.9725349256152969
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=8,13,,,1.8956614202590631,2.018668013483228
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=10,13,,,1.888845837717717,2.02548413095638
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=20,14,,,1.5915590135921516,1.6998746728672511
absolute_error,Qwen3-1.7B,enumeration,log_interaction,needle,N=30,13,,,2.1781714485740418,2.5561719583528903
absolute_error,Qwen3-1.7B,enumeration,log_interaction,length,T=2000,47,,,1.505808298696991,1.9044281304817532
absolute_error,Qwen3-1.7B,enumeration,log_interaction,length,T=5000,45,,,1.661040120404729,1.8094953987970455
absolute_error,Qwen3-1.7B,enumeration,log_interaction,length,T=10000,46,,,1.7835009792683039,1.9436144958761885
exact,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1234,30,0.677570617130534,0.2422224447683302,,
exact,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1235,30,0.747325161418382,0.27673492647119835,,
exact,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1236,30,0.6799264338434301,0.24340294018795755,,
exact,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1237,30,0.6855078407645282,0.2461806805630408,,
exact,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1238,30,0.747325161418382,0.27673492647119835,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=1,15,0.6784864764293335,0.242688762942861,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=2,15,0.6741322810420513,0.2404941052045371,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=3,15,0.6666613666063508,0.2367630717200378,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=4,15,0.6633551052858085,0.23511701951963324,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=5,15,0.6741322810420513,0.2404941052045371,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=6,15,0.7095785155198716,0.25816150437141233,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=8,15,0.7314853441003213,0.2690253479178806,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=10,15,0.7314853441003214,0.2690253479178806,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=20,15,0.905880378871966,0.3546192748301212,,
exact,Qwen3-1.7B,native_thinking,intercept_only,needle,N=30,15,0.905880378871966,0.35461927483012123,,
exact,Qwen3-1.7B,native_thinking,intercept_only,length,T=2000,50,0.6974068962495891,0.2520997181682899,,
exact,Qwen3-1.7B,native_thinking,intercept_only,length,T=5000,50,0.6835303106508309,0.245200128271527,,
exact,Qwen3-1.7B,native_thinking,intercept_only,length,T=10000,50,0.6861321878428618,0.2465000401365441,,
exact,Qwen3-1.7B,native_thinking,log_density,seed,seed=1234,30,0.5085508546566057,0.16581385025608292,,
exact,Qwen3-1.7B,native_thinking,log_density,seed,seed=1235,30,0.6106408513333513,0.20010182584323172,,
exact,Qwen3-1.7B,native_thinking,log_density,seed,seed=1236,30,0.6085731096455614,0.21543838856065675,,
exact,Qwen3-1.7B,native_thinking,log_density,seed,seed=1237,30,0.5443801165672966,0.1819005753825693,,
exact,Qwen3-1.7B,native_thinking,log_density,seed,seed=1238,30,0.8713606115075769,0.29266685751681687,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=1,15,1.1516107327059102,0.3428984063656114,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=2,15,0.44955458140572624,0.1349327764453051,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=3,15,0.5406024679209808,0.18133728510228045,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=4,15,0.5666134311621143,0.1892808400442407,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=5,15,0.6122368097898001,0.21136669737858507,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=6,15,0.7065175448549142,0.2558873699698049,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=8,15,0.6815520315770022,0.24410844294172637,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=10,15,0.780257682637021,0.2893041187179542,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=20,15,0.5197152293514196,0.16933146187232231,,
exact,Qwen3-1.7B,native_thinking,log_density,needle,N=30,15,0.43306984259387005,0.13035976147422537,,
exact,Qwen3-1.7B,native_thinking,log_density,length,T=2000,50,0.6493999875969887,0.235147807441788,,
exact,Qwen3-1.7B,native_thinking,log_density,length,T=5000,50,0.5889010261476112,0.19786565595214342,,
exact,Qwen3-1.7B,native_thinking,log_density,length,T=10000,50,0.6675054445677588,0.2198495943949892,,
exact,Qwen3-1.7B,native_thinking,log_burden,seed,seed=1234,30,0.5525072585527816,0.18622197293842857,,
exact,Qwen3-1.7B,native_thinking,log_burden,seed,seed=1235,30,0.6988950579579094,0.24909090627766434,,
exact,Qwen3-1.7B,native_thinking,log_burden,seed,seed=1236,30,0.5620736128131345,0.1841496228128497,,
exact,Qwen3-1.7B,native_thinking,log_burden,seed,seed=1237,30,0.5971821422257084,0.20716324655934643,,
exact,Qwen3-1.7B,native_thinking,log_burden,seed,seed=1238,30,0.7759604133988082,0.2720559817239525,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=1,15,1.0369102855594754,0.3292452115432431,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=2,15,0.4080780667851644,0.11767097888012315,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=3,15,0.5352190836121958,0.17731467508454277,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=4,15,0.6659619040226069,0.23518026455766836,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=5,15,0.7023296387068747,0.2550503045953996,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=6,15,0.7887570489841187,0.2946462638806739,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=8,15,0.7822904056442384,0.2924193082575688,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=10,15,0.6654854944440595,0.2360465731228193,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=20,15,0.5642470924032995,0.18882145478794904,,
exact,Qwen3-1.7B,native_thinking,log_burden,needle,N=30,15,0.4861317572637255,0.1524721438238891,,
exact,Qwen3-1.7B,native_thinking,log_burden,length,T=2000,50,0.7807291281369708,0.2659477843875123,,
exact,Qwen3-1.7B,native_thinking,log_burden,length,T=5000,50,0.6004762801246235,0.2043724763097426,,
exact,Qwen3-1.7B,native_thinking,log_burden,length,T=10000,50,0.6675843269661251,0.24431134366916388,,
exact,Qwen3-1.7B,native_thinking,log_separable,seed,seed=1234,30,0.4526938387518772,0.14320475817856534,,
exact,Qwen3-1.7B,native_thinking,log_separable,seed,seed=1235,30,0.6067313531032655,0.19273220871903918,,
exact,Qwen3-1.7B,native_thinking,log_separable,seed,seed=1236,30,0.5414414549513704,0.180386832926619,,
exact,Qwen3-1.7B,native_thinking,log_separable,seed,seed=1237,30,0.5104636590730812,0.1664068216647983,,
exact,Qwen3-1.7B,native_thinking,log_separable,seed,seed=1238,30,0.890409868974893,0.2736845495019146,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=1,15,1.8190716648870557,0.39143306655788046,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=2,15,0.3219339577368254,0.08215584460582331,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=3,15,0.45370699428408606,0.13707741368725798,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=4,15,0.5484912251617584,0.1797405462444121,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=5,15,0.5941356318205225,0.20076116994998838,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=6,15,0.7058075972993733,0.2562996941447288,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=8,15,0.6781331089866972,0.24251604911765318,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=10,15,0.6921939828759611,0.2488716234658666,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=20,15,0.3739682411242933,0.10103177637818256,,
exact,Qwen3-1.7B,native_thinking,log_separable,needle,N=30,15,0.2887419876689425,0.07211522344300415,,
exact,Qwen3-1.7B,native_thinking,log_separable,length,T=2000,50,0.551245061775826,0.1775932936121613,,
exact,Qwen3-1.7B,native_thinking,log_separable,length,T=5000,50,0.6006334583755114,0.19479839327132922,,
exact,Qwen3-1.7B,native_thinking,log_separable,length,T=10000,50,0.5437799919970091,0.169367557073832,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,seed,seed=1234,30,0.41974587726027013,0.13130490627326558,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,seed,seed=1235,30,0.576621007199599,0.20134952775808485,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,seed,seed=1236,30,0.48260448898795966,0.1619871074158443,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,seed,seed=1237,30,0.5549972455844455,0.15324804328544875,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,seed,seed=1238,30,0.7797743894952082,0.2727184520083643,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=1,15,0.9076956606445449,0.31436294925332364,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=2,15,0.36056502713889227,0.09592211798318555,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=3,15,0.4435672789642059,0.13309544840038873,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=4,15,0.5171156421209779,0.1662610186983967,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=5,15,0.4760833585118462,0.1443881053243648,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=6,15,0.7688169765560199,0.28601274638130003,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=8,15,0.7276493848806093,0.26711601278047303,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=10,15,0.7016161872374111,0.25411287436751473,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=20,15,0.27152422391846653,0.06764582528832087,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,needle,N=30,15,0.34812018128010086,0.06591995856302392,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,length,T=2000,50,0.5181892887504224,0.17526979447670624,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,length,T=5000,50,0.6486325778474845,0.18944700864595285,,
exact,Qwen3-1.7B,native_thinking,semi_log_needles,length,T=10000,50,0.48720328472341123,0.15900558328283812,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,seed,seed=1234,30,0.4156568875731032,0.1310324208778836,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,seed,seed=1235,30,0.551358721165512,0.1912005180451057,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,seed,seed=1236,30,0.47602052910664666,0.16066670902073737,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,seed,seed=1237,30,0.5494199864859723,0.15632444731338918,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,seed,seed=1238,30,0.7520619927834037,0.26083203230883095,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=1,15,1.5216469723018662,0.38193137337436184,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=2,15,0.4158887534763303,0.11818287358059605,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=3,15,0.4295785016106265,0.12781222033903925,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=4,15,0.4958144995705759,0.15843828626019954,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=5,15,0.3564786599456132,0.09421253759724098,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=6,15,0.908290630308316,0.3416417788204637,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=8,15,0.7107263030761096,0.258756255090726,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=10,15,0.7022685297661337,0.2527581209285236,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=20,15,0.2453267390608593,0.062325402992219205,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,needle,N=30,15,0.3025591779131338,0.06512516152347088,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,length,T=2000,50,0.5219707944504676,0.17798038149099532,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,length,T=5000,50,0.5985986948353949,0.1798760917158424,,
exact,Qwen3-1.7B,native_thinking,piecewise_log_needles,length,T=10000,50,0.46314476437983115,0.15005149075543808,,
exact,Qwen3-1.7B,native_thinking,log_interaction,seed,seed=1234,30,0.45271273883387747,0.14321905112978037,,
exact,Qwen3-1.7B,native_thinking,log_interaction,seed,seed=1235,30,0.609979290157162,0.19236778895606754,,
exact,Qwen3-1.7B,native_thinking,log_interaction,seed,seed=1236,30,0.5665955582696537,0.18596600371264146,,
exact,Qwen3-1.7B,native_thinking,log_interaction,seed,seed=1237,30,0.5106981153335715,0.1665438637279523,,
exact,Qwen3-1.7B,native_thinking,log_interaction,seed,seed=1238,30,0.9035772650150065,0.27533154252866715,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=1,15,1.8197084239964454,0.39151528475646363,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=2,15,0.32910200864114325,0.08463808916494772,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=3,15,0.4533266661042134,0.13686000974428927,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=4,15,0.55108146176195,0.1809085592655632,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=5,15,0.5950347645995925,0.2011963090571907,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=6,15,0.7058172996690596,0.25630461251576225,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=8,15,0.677753287195146,0.24232848709971966,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=10,15,0.7004648997640053,0.25254665841640983,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=20,15,0.37454725077102413,0.10160259907403434,,
exact,Qwen3-1.7B,native_thinking,log_interaction,needle,N=30,15,0.28959583628170876,0.07270622488547861,,
exact,Qwen3-1.7B,native_thinking,log_interaction,length,T=2000,50,0.609422587037435,0.20906826446363433,,
exact,Qwen3-1.7B,native_thinking,log_interaction,length,T=5000,50,0.6004791102214861,0.19482312525354878,,
exact,Qwen3-1.7B,native_thinking,log_interaction,length,T=10000,50,0.5793927931166682,0.19293334087779704,,
bias,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1234,29,,,0.8359445091451454,0.9716913154984618
bias,Qwen3-1.7B,native_thinking,intercept_only,seed,seed=1235,30,,,0.9422023453091182,1.1848171512844528
