model_label,prompt_mode,query_order,target_passage_tokens,num_needles,observed,predicted,candidate,scheme
Qwen3-1.7B,enumeration,query_first,5000,3,3.3095593603345677,3.893170915645888,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,4,5.827310243305237,3.877398481649,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,5,6.524708980698314,3.9899730223562875,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,6,3.0012446690589707,3.878123037211588,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,8,5.468018660448239,3.7102450667795415,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,10,5.199655374309116,3.893170915645888,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,20,3.8691831340471996,3.8773984816489997,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,5000,30,-0.7818170965900263,3.9899730223562875,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,1,0.0,4.086888975918618,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,2,3.504923785783531,4.057502917844321,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,3,2.4391094923610828,4.190947367927153,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,4,6.406705922191587,4.058891363594922,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,5,5.403891200367837,3.903237037762671,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,6,5.214925170815642,4.086888975918618,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,8,5.228073479745221,4.057502917844321,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,10,4.111407471677583,4.190947367927153,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,20,4.1121400474734076,4.058891363594922,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_first,10000,30,1.5585418254431143,3.903237037762671,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,1,0.0,1.1596920885474866,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,2,1.1380741735138264,1.1488601361970001,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,3,0.0,0.9959638014691528,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,4,1.7232025384149494,1.2735559556895093,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,5,1.3668009984968523,1.2335930604955225,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,6,2.565165194379757,1.1596920885474866,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,8,1.6756010819589697,1.1488601361970001,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,10,3.3619642036744124,0.9959638014691526,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,20,-1.1898662519473775,1.2735559556895093,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,2000,30,-2.329674885704187,1.2335930604955225,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,1,0.0,1.2349265307810509,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,2,1.4225927168922832,1.5286774642197956,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,3,1.0236555560826326,1.4896744068571284,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,4,2.583780706078494,1.3977772027679296,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,5,2.3905338352181595,1.4145337699587281,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,6,2.1503042183652648,1.2349265307810509,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,8,1.63248796402182,1.5286774642197956,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,10,2.3051545949878736,1.4896744068571284,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,20,0.003943086567840481,1.3977772027679296,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,5000,30,-1.2562072771124908,1.4145337699587281,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,1,0.0,1.683392467129859,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,2,0.764152653504012,1.5778816389632504,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,3,-0.1762747174039086,1.6155081155295932,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,4,4.741692594561639,1.4156948571643853,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,5,2.764820681482886,1.7216694352029258,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,6,3.5153522619958393,1.683392467129859,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,8,3.4120184173335146,1.5778816389632506,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,10,4.023046009284996,1.6155081155295932,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,20,4.179098565572732,1.4156948571643853,shared_log_length_only,blocked_cell
Qwen3-1.7B,enumeration,query_last,10000,30,-0.5316497091763369,1.7216694352029258,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,1,0.0,-0.8236588058839237,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,2,0.0,-0.7768685518707081,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,3,0.0,-0.7839682249602757,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,4,-0.1762747174039086,-0.7047210674000777,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,5,-0.1762747174039086,-0.7602836423632924,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,6,0.0,-0.8236588058839237,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,8,-0.7537289074754328,-0.7768685518707081,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,10,-0.8286911042860841,-0.7839682249602757,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,20,-1.6113229055847178,-0.7047210674000777,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,2000,30,-2.226913498065846,-0.7602836423632924,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,1,0.0,-0.5450054956483776,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,2,0.0,-0.4495995588697914,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,3,0.0,-0.5042022960016865,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,4,0.0,-0.5855736916634808,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,5,0.0,-0.5111949181089801,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,6,-0.1762747174039086,-0.5450054956483776,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,8,-0.7162387266542306,-0.4495995588697914,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,10,-1.0049658216899926,-0.5042022960016865,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,20,-1.490301405786616,-0.5855736916634808,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,5000,30,-2.4679141822932786,-0.5111949181089801,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,1,0.0,-0.310484235728956,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,2,0.0,-0.40546925546816004,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,3,0.0,-0.3102205725381151,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,4,0.0,-0.36423716926504324,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,5,-0.1762747174039086,-0.2566075878866613,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,6,-0.1762747174039086,-0.310484235728956,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,8,-0.1762747174039086,-0.40546925546816004,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,10,-0.1762747174039086,-0.3102205725381151,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,20,-1.6335372066354332,-0.36423716926504324,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_first,10000,30,-2.2166533670160726,-0.2566075878866613,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,1,0.22034339675488576,-0.8718673718609454,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,2,0.0,-0.8294107590537676,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,3,0.0,-0.8390211381560573,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,4,-0.3525494348078172,-0.7528069477691,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,5,-0.1762747174039086,-0.7831319859611958,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,6,-0.5288241522117259,-0.8718673718609453,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,8,-1.2298705769536995,-0.8294107590537676,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,10,-0.6524163868821754,-0.8390211381560573,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,20,-2.0874557527237356,-0.7528069477691,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,2000,30,-2.6404674348777077,-0.7831319859611958,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,1,0.3525494348078172,-0.6000584088441592,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,2,0.0,-0.49768543923881375,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,3,-0.22034339675488576,-0.52705063959959,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,4,0.0,-0.6337822576405026,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,5,0.0,-0.5637371252920396,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,6,-0.6412765298435793,-0.6000584088441592,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,8,-0.3525494348078172,-0.49768543923881375,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,10,-1.2851237945595064,-0.52705063959959,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,20,-0.9042215028616157,-0.6337822576405026,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,5000,30,-2.019872679318964,-0.5637371252920396,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,1,0.3525494348078172,-0.33333257932685945,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,2,0.1762747174039086,-0.4536778214451818,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,3,0.0,-0.36276277972117454,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,4,0.36368929184641335,-0.41929008246082483,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,5,0.0,-0.3046934682556836,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,6,-0.3525494348078172,-0.33333257932685945,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,8,-0.6412765298435793,-0.4536778214451818,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,10,-0.2512369142145599,-0.36276277972117454,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,20,-2.11304058979436,-0.41929008246082483,shared_log_length_only,blocked_cell
Qwen3-1.7B,native_thinking,query_last,10000,30,-2.285692919107323,-0.3046934682556836,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,1,0.0,0.3432581754468994,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,2,0.0,0.2933735711940855,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,3,0.0,0.2818722456002817,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,4,0.0,0.19607233348754116,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,5,0.0,0.35816185461413386,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,6,0.0,0.3432581754468994,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,8,0.6412765298435793,0.2933735711940855,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,10,1.0424560025111949,0.2818722456002817,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,20,1.964917194835176,0.19607233348754116,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,2000,30,0.4189425094522202,0.35816185461413386,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,1,0.0,0.5208349749121798,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,2,0.0,0.4511938420178274,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,3,0.0,0.6142432009757397,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,4,0.0,0.5813432896673423,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,5,0.28872709503576205,0.5590472049558135,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,6,0.3525494348078172,0.5208349749121798,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,8,0.9300036248793413,0.4511938420178274,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,10,0.7162387266542306,0.6142432009757397,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,20,1.9002407042065377,0.5813432896673423,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,5000,30,1.3276653228926807,0.5590472049558135,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,1,0.0,0.8079612612484702,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,2,0.0,0.7614477258626631,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,3,0.0,0.7600215505266785,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,4,0.0,0.7016033012955142,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,5,0.0,0.6441858130009575,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,6,0.4011794726676155,0.8079612612484702,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,8,0.6412765298435793,0.7614477258626631,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,10,0.7537289074754328,0.7600215505266785,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,20,2.312438341272753,0.7016033012955142,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_first,10000,30,2.4875347721324403,0.6441858130009575,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,1,0.0,0.6607202214898652,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,2,0.0,0.5193653630034678,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,3,0.0,0.6460507164907614,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,4,0.0,0.5527808541493228,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,5,0.0,0.7286916299742489,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,6,0.1762747174039086,0.6607202214898652,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,8,0.9938259646513965,0.5193653630034678,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,10,1.0424560025111949,0.6460507164907614,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,20,1.5535555437937907,0.5527808541493228,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,2000,30,-0.17376057321878852,0.7286916299742489,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,1,0.0,0.8850134458026595,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,2,0.0,0.807902362679609,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,3,0.1762747174039086,0.9847729763358547,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,4,0.3525494348078172,0.8988053357103081,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,5,0.7050988696156344,0.7850389967651958,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,6,0.8175512472474878,0.8850134458026595,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,8,1.331183097546957,0.807902362679609,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,10,1.2851237945595064,0.9847729763358547,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,20,2.1386777680539644,0.8988053357103081,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,5000,30,2.8783099234389846,0.7850389967651958,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,1,0.0,1.1784910366085852,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,2,0.0,1.0789097719056289,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,3,0.7050988696156344,0.9860133423360609,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,4,0.1762747174039086,1.065781772185994,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,5,0.6412765298435793,1.0008943336627392,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,6,1.1351812361064508,1.1784910366085852,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,8,1.7834797650884888,1.0789097719056289,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,10,1.9527890740411664,0.9860133423360609,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,20,2.7474148752027574,1.065781772185994,shared_log_length_only,blocked_cell
Qwen3-32B,direct,query_last,10000,30,3.139828743082883,1.0008943336627392,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,1,3.152223977339247,2.9898619762066687,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,2,0.0,3.172516947408303,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,3,0.0,3.1417859370813344,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,4,2.5458534914750133,3.206096823834547,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,5,2.6551095918889196,3.1127072047840247,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,6,5.4116754947047,2.9898619762066687,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,8,7.101308250117538,3.172516947408303,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,10,7.321895778974846,3.1417859370813344,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,20,4.770217736345505,3.206096823834547,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,2000,30,5.028131744343581,3.1127072047840247,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,1,1.0494103543681157,3.3807486663932322,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,2,1.1380741735138264,3.461218332364833,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,3,1.2244995237303493,3.368788551145631,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,4,2.5458534914750133,3.2279470904271115,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,5,1.3495175808838196,3.438190581170031,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,6,2.6971350099909737,3.3807486663932322,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,8,5.6820853478996565,3.461218332364833,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,10,7.33104097328741,3.368788551145631,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,20,3.179451438197706,3.2279470904271115,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,5000,30,1.6801318851317912,3.438190581170031,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,1,0.0,3.5625066114183612,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,2,2.2547762618256555,3.4080515266224323,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,3,1.2244995237303493,3.6391649267408956,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,4,2.5458534914750133,3.561516992776567,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,5,2.624748487053208,3.6542103033479636,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,6,4.05982417140944,3.5625066114183612,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,8,7.099759533851878,3.4080515266224323,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,10,7.296188061026578,3.6391649267408956,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,20,6.36391753862589,3.561516992776567,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_first,10000,30,1.3174420307778643,3.6542103033479636,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,1,0.0,-0.2412567219308336,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,2,0.0,-0.2666057047502039,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,3,0.0,-0.22690937489420576,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,4,0.0,-0.24956538317483656,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,5,0.0,-0.2577920847174118,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,6,0.0,-0.2412567219308336,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,8,0.0,-0.2666057047502039,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,10,0.0,-0.22690937489420576,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,20,0.0,-0.24956538317483656,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,2000,30,0.0,-0.2577920847174118,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,1,0.0,0.012053354417692397,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,2,0.0,0.0055561253554496925,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,3,0.0,-0.0017107383558059297,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,4,0.0,-0.0031716077103907114,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,5,0.0,-0.0009320709884759193,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,6,0.0,0.012053354417692397,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,8,0.0,0.0055561253554496925,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,10,0.0,-0.0017107383558059297,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,20,0.0,-0.0031716077103907114,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,5000,30,0.0,-0.0009320709884759193,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,1,0.0,0.1920073219169246,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,2,0.0,0.17693282848493008,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,3,0.0,0.2000422745823891,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,4,0.0,0.1928216808010268,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,5,0.0,0.19854809633857978,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,6,0.0,0.1920073219169246,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,8,0.0,0.17693282848493008,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,10,0.0,0.2000422745823891,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,20,-0.36368929184641335,0.1928216808010268,shared_log_length_only,blocked_cell
Qwen3-32B,enumeration,query_last,10000,30,-0.1762747174039086,0.19854809633857978,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,1,0.0,-0.19064860954819932,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,2,0.0,-0.21599759236756894,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,3,0.0,-0.19145498300517264,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,4,0.0,-0.21364683057586165,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,5,0.0,-0.22794880444015164,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,6,0.0,-0.19064860954819932,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,8,0.0,-0.21599759236756894,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,10,0.0,-0.19145498300517264,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,20,0.1762747174039086,-0.21364683057586165,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,2000,30,0.0,-0.22794880444015164,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,1,0.0,0.047507746306725496,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,2,0.0,0.04147467795442461,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,3,0.49835597052898245,0.0281325419214542,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,4,0.0,0.047436504672243585,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,5,0.0,0.04967604139415904,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,6,0.0,0.047507746306725496,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,8,0.0,0.04147467795442461,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,10,0.0,0.0281325419214542,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,20,0.0,0.047436504672243585,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,5000,30,0.0,0.04967604139415904,shared_log_length_only,blocked_cell
Qwen3-32B,native_thinking,query_first,10000,1,0.0,0.2218506021941847,shared_log_length_only,blocked_cell
