request_id,stimulus_id,seed,model_label,model_id,target_passage_tokens,model_passage_tokens,model_input_tokens,num_needles,density_per_1k,prompt_mode,thinking_enabled,query_order,exact_correct,parse_success,format_failure,truncated,parse_status,finish_reason,gold_count,predicted_count,absolute_error,normalized_absolute_error,signed_error,output_tokens,error_category,missing_pairs_n,hallucinated_pairs_n,duplicate_listed_pairs_n,listed_records_n,listed_total_matches_length,pair_precision,pair_recall,pair_f1,source_file,source_line
Qwen3-8B/enumeration/query_first/T5000_N8_seed1238,T5000_N8_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,5000,5000,5108,8,1.6,enumeration,0,query_first,0,1,0,0,ok,stop,8,575.0,567.0,70.875,567.0,78,overcount,0,0,0,8,False,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,450
Qwen3-8B/enumeration/query_last/T10000_N10_seed1234,T10000_N10_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,10,1.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,103,correct,10,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,451
Qwen3-8B/enumeration/query_last/T10000_N10_seed1235,T10000_N10_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,10,1.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,94,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,452
Qwen3-8B/enumeration/query_last/T10000_N10_seed1236,T10000_N10_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,10,1.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,93,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,453
Qwen3-8B/enumeration/query_last/T10000_N10_seed1237,T10000_N10_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,10,1.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,92,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,454
Qwen3-8B/enumeration/query_last/T10000_N10_seed1238,T10000_N10_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,10,1.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,91,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,455
Qwen3-8B/enumeration/query_last/T10000_N1_seed1234,T10000_N1_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,1,0.1,enumeration,0,query_last,0,0,1,0,parse_fail,stop,1,,,,,23,parse_failure,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,456
Qwen3-8B/enumeration/query_last/T10000_N1_seed1235,T10000_N1_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,1,0.1,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,30,correct,1,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,457
Qwen3-8B/enumeration/query_last/T10000_N1_seed1236,T10000_N1_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,1,0.1,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,458
Qwen3-8B/enumeration/query_last/T10000_N1_seed1237,T10000_N1_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,1,0.1,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,15,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,459
Qwen3-8B/enumeration/query_last/T10000_N1_seed1238,T10000_N1_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,1,0.1,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,13,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,460
Qwen3-8B/enumeration/query_last/T10000_N20_seed1234,T10000_N20_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,20,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,211,correct,20,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,461
Qwen3-8B/enumeration/query_last/T10000_N20_seed1235,T10000_N20_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,20,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,196,correct,0,0,0,20,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,462
Qwen3-8B/enumeration/query_last/T10000_N20_seed1236,T10000_N20_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,20,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,216,correct,20,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,463
Qwen3-8B/enumeration/query_last/T10000_N20_seed1237,T10000_N20_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,20,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,193,correct,0,0,0,20,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,464
Qwen3-8B/enumeration/query_last/T10000_N20_seed1238,T10000_N20_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,20,2.0,enumeration,0,query_last,1,1,0,0,ok,stop,20,20.0,0.0,0.0,0.0,193,correct,0,0,0,20,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,465
Qwen3-8B/enumeration/query_last/T10000_N2_seed1234,T10000_N2_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,2,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,21,correct,0,0,0,2,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,466
Qwen3-8B/enumeration/query_last/T10000_N2_seed1235,T10000_N2_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,2,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,24,correct,0,0,0,2,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,467
Qwen3-8B/enumeration/query_last/T10000_N2_seed1236,T10000_N2_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,2,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,25,correct,2,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,468
Qwen3-8B/enumeration/query_last/T10000_N2_seed1237,T10000_N2_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,2,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,22,correct,0,0,0,2,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,469
Qwen3-8B/enumeration/query_last/T10000_N2_seed1238,T10000_N2_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,2,0.2,enumeration,0,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,21,correct,0,0,0,2,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,470
Qwen3-8B/enumeration/query_last/T10000_N30_seed1234,T10000_N30_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,30,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,30,30.0,0.0,0.0,0.0,292,correct,0,0,0,30,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,471
Qwen3-8B/enumeration/query_last/T10000_N30_seed1235,T10000_N30_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,30,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,30,30.0,0.0,0.0,0.0,287,correct,0,0,0,30,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,472
Qwen3-8B/enumeration/query_last/T10000_N30_seed1236,T10000_N30_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,30,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,30,30.0,0.0,0.0,0.0,316,correct,30,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,473
Qwen3-8B/enumeration/query_last/T10000_N30_seed1237,T10000_N30_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,30,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,30,30.0,0.0,0.0,0.0,287,correct,0,0,0,30,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,474
Qwen3-8B/enumeration/query_last/T10000_N30_seed1238,T10000_N30_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,30,3.0,enumeration,0,query_last,1,1,0,0,ok,stop,30,30.0,0.0,0.0,0.0,286,correct,0,0,0,30,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,475
Qwen3-8B/enumeration/query_last/T10000_N3_seed1234,T10000_N3_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,3,0.3,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,31,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,476
Qwen3-8B/enumeration/query_last/T10000_N3_seed1235,T10000_N3_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,3,0.3,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,30,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,477
Qwen3-8B/enumeration/query_last/T10000_N3_seed1236,T10000_N3_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,3,0.3,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,34,correct,3,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,478
Qwen3-8B/enumeration/query_last/T10000_N3_seed1237,T10000_N3_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,3,0.3,enumeration,0,query_last,0,1,0,0,ok,stop,3,2.0,1.0,0.3333333333333333,-1.0,22,undercount,1,0,0,2,True,1.0,0.6666666666666666,0.8,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,479
Qwen3-8B/enumeration/query_last/T10000_N3_seed1238,T10000_N3_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,3,0.3,enumeration,0,query_last,1,1,0,0,ok,stop,3,3.0,0.0,0.0,0.0,30,correct,0,0,0,3,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,480
Qwen3-8B/enumeration/query_last/T10000_N4_seed1234,T10000_N4_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,4,0.4,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,40,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,481
Qwen3-8B/enumeration/query_last/T10000_N4_seed1235,T10000_N4_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,4,0.4,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,39,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,482
Qwen3-8B/enumeration/query_last/T10000_N4_seed1236,T10000_N4_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,4,0.4,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,47,correct,4,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,483
Qwen3-8B/enumeration/query_last/T10000_N4_seed1237,T10000_N4_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,4,0.4,enumeration,0,query_last,0,1,0,0,ok,stop,4,3.0,1.0,0.25,-1.0,33,undercount,1,0,0,3,True,1.0,0.75,0.8571428571428571,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,484
Qwen3-8B/enumeration/query_last/T10000_N4_seed1238,T10000_N4_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,4,0.4,enumeration,0,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,40,correct,0,0,0,4,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,485
Qwen3-8B/enumeration/query_last/T10000_N5_seed1234,T10000_N5_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,5,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,49,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,486
Qwen3-8B/enumeration/query_last/T10000_N5_seed1235,T10000_N5_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,5,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,50,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,487
Qwen3-8B/enumeration/query_last/T10000_N5_seed1236,T10000_N5_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,5,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,45,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,488
Qwen3-8B/enumeration/query_last/T10000_N5_seed1237,T10000_N5_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,5,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,50,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,489
Qwen3-8B/enumeration/query_last/T10000_N5_seed1238,T10000_N5_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,5,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,47,correct,0,0,0,5,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,490
Qwen3-8B/enumeration/query_last/T10000_N6_seed1234,T10000_N6_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,6,0.6,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,56,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,491
Qwen3-8B/enumeration/query_last/T10000_N6_seed1235,T10000_N6_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,6,0.6,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,59,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,492
Qwen3-8B/enumeration/query_last/T10000_N6_seed1236,T10000_N6_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10108,6,0.6,enumeration,0,query_last,0,1,0,0,ok,stop,6,5.0,1.0,0.16666666666666666,-1.0,56,undercount,6,0,0,0,False,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,493
Qwen3-8B/enumeration/query_last/T10000_N6_seed1237,T10000_N6_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,6,0.6,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,56,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,494
Qwen3-8B/enumeration/query_last/T10000_N6_seed1238,T10000_N6_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,6,0.6,enumeration,0,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,57,correct,0,0,0,6,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,495
Qwen3-8B/enumeration/query_last/T10000_N8_seed1234,T10000_N8_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,8,0.8,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,76,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,496
Qwen3-8B/enumeration/query_last/T10000_N8_seed1235,T10000_N8_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,8,0.8,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,78,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,497
Qwen3-8B/enumeration/query_last/T10000_N8_seed1236,T10000_N8_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,8,0.8,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,81,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,498
Qwen3-8B/enumeration/query_last/T10000_N8_seed1237,T10000_N8_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,8,0.8,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,73,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,499
Qwen3-8B/enumeration/query_last/T10000_N8_seed1238,T10000_N8_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,10000,10000,10109,8,0.8,enumeration,0,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,76,correct,0,0,0,8,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,500
Qwen3-8B/enumeration/query_last/T2000_N10_seed1234,T2000_N10_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,10,5.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,93,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,501
Qwen3-8B/enumeration/query_last/T2000_N10_seed1235,T2000_N10_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,10,5.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,94,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,502
Qwen3-8B/enumeration/query_last/T2000_N10_seed1236,T2000_N10_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,10,5.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,93,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,503
Qwen3-8B/enumeration/query_last/T2000_N10_seed1237,T2000_N10_seed1237,1237,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,10,5.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,92,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,504
Qwen3-8B/enumeration/query_last/T2000_N10_seed1238,T2000_N10_seed1238,1238,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,10,5.0,enumeration,0,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,91,correct,0,0,0,10,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,505
Qwen3-8B/enumeration/query_last/T2000_N1_seed1234,T2000_N1_seed1234,1234,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,1,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,13,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,506
Qwen3-8B/enumeration/query_last/T2000_N1_seed1235,T2000_N1_seed1235,1235,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,1,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,507
Qwen3-8B/enumeration/query_last/T2000_N1_seed1236,T2000_N1_seed1236,1236,Qwen3-8B,Qwen/Qwen3-8B,2000,2000,2109,1,0.5,enumeration,0,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,16,correct,0,0,0,1,True,1.0,1.0,1.0,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-8B\main\requests.jsonl,508
