split,seed,gold_count,request_id,states,majority_band,band_purity,upper_states,lower_states,marker_kind,trace_category,output_token_count
discovery,1243,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1243,2,upper,1.0,2,0,ordinal,partial_unique,353
discovery,1243,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1243,7,upper,1.0,7,0,indexed,one_to_one,366
discovery,1243,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1243,8,upper,0.875,7,1,indexed,one_to_one,390
discovery,1243,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1243,8,lower,1.0,0,8,inline_count,partial_unique,530
discovery,1243,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1243,10,upper,1.0,10,0,indexed,one_to_one,362
discovery,1244,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1244,1,upper,1.0,1,0,audit_sentence,one_to_one,331
discovery,1244,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1244,2,lower,1.0,0,2,inline_count,one_to_one,302
discovery,1244,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1244,3,lower,1.0,0,3,inline_count,one_to_one,358
discovery,1244,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1244,4,lower,1.0,0,4,inline_count,one_to_one,387
discovery,1244,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1244,5,lower,1.0,0,5,audit_sentence,one_to_one,369
discovery,1244,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1244,6,lower,1.0,0,6,inline_count,one_to_one,268
discovery,1244,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1244,7,upper,1.0,7,0,indexed,one_to_one,398
discovery,1244,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1244,8,upper,1.0,8,0,indexed,one_to_one,362
discovery,1244,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1244,9,upper,1.0,9,0,indexed,one_to_one,367
discovery,1244,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1244,10,upper,1.0,10,0,indexed,one_to_one,312
discovery,1245,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1245,1,upper,1.0,1,0,inline_count,one_to_one,417
discovery,1245,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1245,2,lower,1.0,0,2,inline_count,one_to_one,322
discovery,1245,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1245,3,lower,1.0,0,3,inline_count,one_to_one,526
discovery,1245,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1245,4,lower,1.0,0,4,inline_count,one_to_one,401
discovery,1245,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1245,5,lower,1.0,0,5,inline_count,one_to_one,533
discovery,1245,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1245,6,lower,1.0,0,6,inline_count,one_to_one,500
discovery,1245,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1245,7,upper,1.0,7,0,inline_count,one_to_one,459
discovery,1245,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1245,8,upper,1.0,8,0,inline_count,one_to_one,740
discovery,1245,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1245,9,upper,1.0,9,0,inline_count,one_to_one,631
discovery,1245,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1245,10,lower,1.0,0,10,inline_count,one_to_one,455
discovery,1246,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1246,1,upper,1.0,1,0,evidence_sequence,synthetic_unverified,378
discovery,1246,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1246,2,upper,0.5,1,1,inline_count,one_to_one,379
discovery,1246,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1246,3,lower,1.0,0,3,audit_sentence,one_to_one,365
discovery,1246,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1246,4,upper,1.0,4,0,audit_sentence,one_to_one,387
discovery,1246,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1246,5,upper,1.0,5,0,inline_count,one_to_one,449
discovery,1246,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1246,6,lower,0.8333333333333334,1,5,audit_sentence,one_to_one,443
discovery,1246,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1246,7,lower,1.0,0,7,completion_recap,one_to_one,470
discovery,1246,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1246,8,upper,1.0,8,0,evidence_sequence,synthetic_unverified,220
discovery,1246,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1246,9,lower,1.0,0,9,inline_count,one_to_one,561
discovery,1246,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1246,10,lower,1.0,0,10,inline_count,one_to_one,510
discovery,1247,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1247,1,lower,1.0,0,1,inline_count,one_to_one,389
discovery,1247,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1247,3,upper,1.0,3,0,inline_count,full_coverage_with_duplicates,831
discovery,1247,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1247,5,upper,1.0,5,0,indexed,full_coverage_with_duplicates,1655
discovery,1247,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1247,4,lower,1.0,0,4,inline_count,one_to_one,344
discovery,1247,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1247,5,lower,1.0,0,5,inline_count,one_to_one,365
discovery,1247,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1247,6,lower,1.0,0,6,completion_recap,one_to_one,347
discovery,1247,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1247,7,upper,1.0,7,0,indexed,one_to_one,371
discovery,1247,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1247,8,upper,1.0,8,0,indexed,one_to_one,439
discovery,1247,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1247,9,upper,1.0,9,0,indexed,one_to_one,424
discovery,1247,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1247,10,upper,1.0,10,0,completion_recap,one_to_one,411
discovery,1248,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1248,1,upper,1.0,1,0,inline_count,one_to_one,562
discovery,1248,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1248,2,upper,1.0,2,0,inline_count,one_to_one,484
discovery,1248,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1248,4,upper,1.0,4,0,inline_count,full_coverage_with_duplicates,2523
discovery,1248,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1248,4,lower,1.0,0,4,inline_count,one_to_one,423
discovery,1248,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1248,5,lower,1.0,0,5,inline_count,one_to_one,410
discovery,1248,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1248,6,lower,1.0,0,6,inline_count,one_to_one,357
discovery,1248,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1248,7,lower,1.0,0,7,inline_count,one_to_one,472
discovery,1248,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1248,8,lower,1.0,0,8,inline_count,one_to_one,398
discovery,1248,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1248,9,lower,1.0,0,9,inline_count,one_to_one,428
discovery,1248,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1248,10,lower,1.0,0,10,inline_count,one_to_one,476
discovery,1249,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1249,1,upper,1.0,1,0,audit_sentence,one_to_one,308
discovery,1249,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1249,2,lower,1.0,0,2,inline_count,one_to_one,347
discovery,1249,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1249,3,lower,1.0,0,3,inline_count,one_to_one,367
discovery,1249,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1249,4,upper,1.0,4,0,completion_recap,one_to_one,555
discovery,1249,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1249,5,upper,1.0,5,0,indexed,one_to_one,389
discovery,1249,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1249,6,upper,1.0,6,0,ordinal,one_to_one,346
discovery,1249,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1249,7,lower,1.0,0,7,inline_count,one_to_one,498
discovery,1249,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1249,8,lower,1.0,0,8,inline_count,one_to_one,410
discovery,1249,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1249,9,upper,1.0,9,0,indexed,one_to_one,453
discovery,1249,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1249,9,lower,1.0,0,9,inline_count,partial_unique,563
discovery,1250,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1250,1,upper,1.0,1,0,inline_count,one_to_one,454
discovery,1250,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1250,2,lower,1.0,0,2,inline_count,one_to_one,498
discovery,1250,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1250,3,upper,1.0,3,0,indexed,one_to_one,333
discovery,1250,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1250,4,upper,1.0,4,0,inline_count,one_to_one,504
discovery,1250,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1250,5,lower,0.8,1,4,inline_count,one_to_one,349
discovery,1250,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1250,6,upper,1.0,6,0,inline_count,one_to_one,450
discovery,1250,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1250,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,450
discovery,1250,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1250,8,upper,0.875,7,1,indexed,one_to_one,428
discovery,1250,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1250,9,lower,1.0,0,9,inline_count,one_to_one,384
discovery,1250,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1250,10,upper,1.0,10,0,bullet,one_to_one,453
discovery,1251,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1251,1,upper,1.0,1,0,inline_count,one_to_one,437
discovery,1251,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1251,2,upper,0.5,1,1,inline_count,one_to_one,723
discovery,1251,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1251,4,upper,1.0,4,0,inline_count,full_coverage_with_duplicates,1359
discovery,1251,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1251,4,lower,1.0,0,4,inline_count,one_to_one,373
discovery,1251,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1251,5,upper,1.0,5,0,indexed,one_to_one,461
discovery,1251,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1251,6,lower,1.0,0,6,completion_recap,one_to_one,394
discovery,1251,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1251,7,lower,1.0,0,7,inline_count,one_to_one,520
discovery,1251,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1251,8,lower,1.0,0,8,inline_count,one_to_one,608
discovery,1251,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1251,9,lower,1.0,0,9,inline_count,one_to_one,544
discovery,1251,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1251,10,lower,1.0,0,10,inline_count,one_to_one,444
discovery,1252,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1252,1,upper,1.0,1,0,audit_sentence,one_to_one,383
discovery,1252,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1252,2,lower,1.0,0,2,inline_count,one_to_one,383
discovery,1252,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1252,3,lower,1.0,0,3,inline_count,one_to_one,404
discovery,1252,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1252,4,upper,1.0,4,0,inline_count,one_to_one,438
discovery,1252,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1252,5,upper,1.0,5,0,inline_count,one_to_one,641
discovery,1252,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1252,6,upper,1.0,6,0,inline_count,one_to_one,516
discovery,1252,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1252,7,upper,1.0,7,0,indexed,one_to_one,412
discovery,1252,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1252,8,upper,1.0,8,0,completion_recap,one_to_one,310
discovery,1252,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1252,9,upper,1.0,9,0,bullet,one_to_one,447
discovery,1252,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1252,10,upper,1.0,10,0,indexed,one_to_one,446
discovery,1253,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1253,1,upper,1.0,1,0,audit_sentence,one_to_one,412
discovery,1253,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1253,2,lower,1.0,0,2,inline_count,one_to_one,320
discovery,1253,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1253,3,upper,1.0,3,0,audit_sentence,one_to_one,371
discovery,1253,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1253,4,upper,1.0,4,0,inline_count,one_to_one,535
discovery,1253,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1253,5,lower,1.0,0,5,inline_count,one_to_one,374
discovery,1253,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1253,6,lower,1.0,0,6,inline_count,one_to_one,424
discovery,1253,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1253,7,upper,1.0,7,0,indexed,one_to_one,412
discovery,1253,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1253,8,upper,1.0,8,0,indexed,one_to_one,371
discovery,1253,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1253,9,lower,1.0,0,9,inline_count,one_to_one,1173
discovery,1253,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1253,10,lower,1.0,0,10,inline_count,one_to_one,553
