kind,model_label,request_id,sequence_source,trace_category,causal_cohort,grammar_signature,reason
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1257,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1257,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1257,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1257,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1257,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1258,structural_fallback,full_coverage_with_duplicates,occurrence_retrieval_only_duplicates,structural_invariant_bullet,not_primary:occurrence_retrieval_only_duplicates
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1258,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1258,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1258,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1258,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1259,structural_fallback,full_coverage_with_duplicates,occurrence_retrieval_only_duplicates,structural_invariant_bullet,not_primary:occurrence_retrieval_only_duplicates
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1259,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1259,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1259,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1260,structural_fallback,full_coverage_with_duplicates,occurrence_retrieval_only_duplicates,structural_invariant_bullet,not_primary:occurrence_retrieval_only_duplicates
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1260,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1260,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1261,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1262,structural_fallback,full_coverage_with_duplicates,occurrence_retrieval_only_duplicates,structural_invariant_bullet,not_primary:occurrence_retrieval_only_duplicates
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1262,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1262,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1262,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1262,rank_supported_episode,partial_unique,secondary_local_partial_unique,same_unit_rank_before_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1263,structural_fallback,full_coverage_with_duplicates,occurrence_retrieval_only_duplicates,structural_invariant_bullet,not_primary:occurrence_retrieval_only_duplicates
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1263,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1263,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1263,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
cohort_scope,Gemma4-E4B,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1263,rank_supported_episode,partial_unique,secondary_local_partial_unique,adjacent_rank_after_city,not_primary:secondary_local_partial_unique
