model_label,request_id,seed,split,sequence_source,trace_category,causal_cohort,grammar_signature,transition_kind,allowed_estimands,anchor_equivalence_id,anchor_role,anchor_roles,event_specific,from_occurrence,gold_count,grammar_pair,local_anchor_eligible,not_applicable_reason,primary_anchor_eligible,query_full_sequence_token,query_output_token,query_token_id,query_token_text,status,target_city,target_city_output_token_end,target_city_output_token_start,target_city_token_ids,target_city_token_text,target_grammar_class,timing_stage,to_occurrence
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,3,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Bucharest,213,211,"[33278, 15432]", Bucharest,adjacent_rank_after_city,P2_post_delimiter,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,3,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Bucharest,213,211,"[33278, 15432]", Bucharest,adjacent_rank_after_city,P2_post_marker,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q199,record_clause_pre_d1,record_clause_pre_d1,True,3,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10287,199,330," """,ok,Bucharest,213,211,"[33278, 15432]", Bucharest,adjacent_rank_after_city,P1_record_clause_entry,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q210,city_pre_d1,city_pre_d1,True,3,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10298,210,11,",",ok,Bucharest,213,211,"[33278, 15432]", Bucharest,adjacent_rank_after_city,P3_city_emission,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q222,p0_item_end,p0_item_end,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10310,222,13,.,ok,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P0_previous_item_commit,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q92,block_pre_d1,block_pre_d1,False,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,exploratory_block_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q223,unit_pre_d1,unit_pre_d1,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10311,223,4710," 

",ok,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P1_target_unit_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P1_pre_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P2_post_delimiter,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P2_post_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q226,record_clause_pre_d1,record_clause_pre_d1,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10314,226,330," """,ok,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P1_record_clause_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q237,city_pre_d1,city_pre_d1,True,4,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10325,237,11,",",ok,Guangzhou,240,238,"[64437, 51765]", Guangzhou,adjacent_rank_after_city,P3_city_emission,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q249,p0_item_end,p0_item_end,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10337,249,13,.,ok,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P0_previous_item_commit,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q92,block_pre_d1,block_pre_d1,False,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,exploratory_block_entry,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q250,unit_pre_d1,unit_pre_d1,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10338,250,4710," 

",ok,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P1_target_unit_entry,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P1_pre_marker,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P2_post_delimiter,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P2_post_marker,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q254,record_clause_pre_d1,record_clause_pre_d1,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10342,254,330," """,ok,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P1_record_clause_entry,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q265,city_pre_d1,city_pre_d1,True,5,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10353,265,11,",",ok,Antwerp,268,266,"[6755, 94319]", Antwerp,adjacent_rank_after_city,P3_city_emission,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,6->7@q277,p0_item_end,p0_item_end,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10365,277,13,.,ok,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P0_previous_item_commit,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,6->7@q92,block_pre_d1,block_pre_d1,False,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,exploratory_block_entry,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,6->7@q278,unit_pre_d1,unit_pre_d1,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10366,278,4710," 

",ok,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P1_target_unit_entry,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P1_pre_marker,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P2_post_delimiter,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P2_post_marker,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,6->7@q281,record_clause_pre_d1,record_clause_pre_d1,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10369,281,330," """,ok,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P1_record_clause_entry,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,6->7@q292,city_pre_d1,city_pre_d1,True,6,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10380,292,11,",",ok,Seoul,294,293,[50189], Seoul,adjacent_rank_after_city,P3_city_emission,7
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,7->8@q304,p0_item_end,p0_item_end,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10392,304,13,.,ok,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P0_previous_item_commit,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,7->8@q92,block_pre_d1,block_pre_d1,False,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,exploratory_block_entry,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,7->8@q305,unit_pre_d1,unit_pre_d1,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10393,305,4710," 

",ok,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P1_target_unit_entry,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P1_pre_marker,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P2_post_delimiter,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P2_post_marker,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,7->8@q311,record_clause_pre_d1,record_clause_pre_d1,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10399,311,330," """,ok,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P1_record_clause_entry,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,7->8@q322,city_pre_d1,city_pre_d1,True,7,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10410,322,11,",",ok,Reykjavik,327,323,"[48212, 74, 61459, 1579]", Reykjavik,adjacent_rank_after_city,P3_city_emission,8
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,8->9@q336,p0_item_end,p0_item_end,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10424,336,13,.,ok,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P0_previous_item_commit,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,8->9@q92,block_pre_d1,block_pre_d1,False,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,exploratory_block_entry,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,8->9@q337,unit_pre_d1,unit_pre_d1,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10425,337,4710," 

",ok,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P1_target_unit_entry,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P1_pre_marker,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P2_post_delimiter,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P2_post_marker,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,8->9@q341,record_clause_pre_d1,record_clause_pre_d1,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10429,341,330," """,ok,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P1_record_clause_entry,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,8->9@q352,city_pre_d1,city_pre_d1,True,8,9,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10440,352,11,",",ok,Jakarta,354,353,[63033], Jakarta,adjacent_rank_after_city,P3_city_emission,9
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q132,p0_item_end,p0_item_end,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10220,132,13,.,ok,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P0_previous_item_commit,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q92,block_pre_d1,block_pre_d1,False,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,True,,False,10180,92,13,.,ok,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,exploratory_block_entry,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q133,unit_pre_d1,unit_pre_d1,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10221,133,4710," 

",ok,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P1_target_unit_entry,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,pre_marker_d1,,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P1_pre_marker,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,False,delimiter_not_present,False,,,,,not_applicable,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P2_post_delimiter,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_marker,,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,False,rank_marker_not_before_target_city,False,,,,,not_applicable,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P2_post_marker,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,1239,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q144,record_clause_pre_d1,record_clause_pre_d1,True,1,10,adjacent_rank_after_city -> adjacent_rank_after_city,True,,True,10232,144,330," """,ok,Copenhagen,157,156,[63061], Copenhagen,adjacent_rank_after_city,P1_record_clause_entry,2
